Symbol,Price,Date,Volume,Rating,RatingVoteCount,OneYearEstimate
TFSCU,$10.14,1440515702097,907,Not yet rated,NULL,N/A
FCTY,$7.7006,1440515702134,"3,250",100% bullish,of 1 rating,$8.50
TFSC,NULL,1440515702231,0,100% bearish,of 1 rating,N/A
SRCE,$28.69,1440515702253,"4,038",100% bullish,of 3 ratings,$33
TFSCW,$0.2,1440515702281,"3,500",100% bearish,of 1 rating,N/A
PIH,$7.05,1440515702306,107,100% bearish,of 1 rating,N/A
FLWS,$9.4101,1440515702332,"57,822",100% bullish,of 5 ratings,$15
TWOU,$33.96,1440515702353,"50,439",50% bullish,of 2 ratings,$39
TFSCR,NULL,1440515702489,0,Not yet rated,NULL,N/A
VNET,$18.505,1440515702514,"176,399",60% bullish,of 5 ratings,$29.50
USLV,$12.7485,1440515702671,"193,624",86% bullish,of 7 ratings,N/A
JOBS,$27.05,1440515702719,"42,885",50% bullish,of 4 ratings,$36
DGLD,$80.632,1440515702800,"20,589",100% bullish,of 1 rating,N/A
FCCY,$11.4001,1440515702874,400,100% bullish,of 1 rating,$13
UGLD,$9.3137,1440515702899,"170,535",100% bearish,of 1 rating,N/A
DSLV,$69.2571,1440515702977,"9,327",100% bearish,of 1 rating,N/A
AAON,$20.55,1440515703404,"10,817",100% bearish,of 1 rating,$24
ABEOW,$1.6789,1440515703575,"9,616",100% bullish,of 1 rating,N/A
CAFD,$14.8,1440515703664,"91,260",Not yet rated,NULL,$25
SIXD,$1.83,1440515703727,"30,034",Not yet rated,NULL,N/A
AVHI,$14,1440515703758,"12,957",100% bearish,of 1 rating,$19
ABMD,$94.1,1440515703829,"208,135",75% bullish,of 4 ratings,$100.50
EGHT,$7.93,1440515703859,"169,033",82% bullish,of 17 ratings,$11
SHLM,$32.94,1440515703880,"17,661",100% bearish,of 1 rating,$50
ABY,$19.98,1440515703909,"402,137",100% bearish,of 2 ratings,$46
ABAX,$46.76,1440515703967,"30,806",100% bearish,of 1 rating,$60
AXAS,$1.56,1440515704160,"362,889",78% bullish,of 9 ratings,$3.50
