Symbol,Price,Date,Volume
JBSS,48.38,1439766564670,28627
JNP,9.87,1439766564696,15984
KTWO,21.14,1439766564721,58639
KALU,85.24,1439766564826,65716
KBIO,1.92,1439766564868,20987
KNDI,6.84,1439766564904,131937
KMDA,3.88,1439766564923,5000
KCLI,47.97,1439766564998,6665
KPTI,12.02,1439766565025,894723
KBSF,3.76,1439766565052,6700
KCAP,5.06,1439766565154,128514
KRNY,11.55,1439766565214,366781
KELYA,14.81,1439766565241,129689
KMPH,21.45,1439766565319,636071
KELYB,NULL,1439766565343,0
KFFB,8.29,1439766565402,497
GMCR,50.59,1439766565475,1268697
KERX,6.05,1439766565502,1432292
KEQU,17.47,1439766565610,341
KFRC,28.01,1439766565667,120808
KTEC,12.3,1439766565694,180
KTCC,9.96,1439766565723,1900
KBAL,11.62,1439766565828,101039
KE,11.5575,1439766565852,71983
KIN,5.9,1439766565877,8462
KGJI,0.73,1439766565895,61875
KINS,8.17,1439766566026,12600
KONE,4.07,1439766566102,6497
KIRK,26.64,1439766566167,30235
KLXI,38.92,1439766566232,153987
KITE,56.403,1439766566260,1274682
KLAC,51.2,1439766566278,733798
KONA,20.32,1439766566318,17159
KZ,7.08,1439766566362,65899
KOPN,2.66,1439766566513,284596
KOSS,2.64,1439766566548,9591
KRNT,13.16,1439766566587,3767
KWEB,34.24,1439766566638,6440
KLIC,10.25,1439766566670,122187
KTOS,4.84,1439766566728,231769
KUTV,0.82,1439766566750,16501
KVHI,10.6,1439766566774,34813
LJPC,25.24,1439766566997,58834
KYTH,74.61,1439766567037,248448
FSTR,19.5,1439766567063,60513
LSBK,13.3,1439766567086,627
LSBG,14.92,1439766567109,220
LBAI,11.32,1439766567180,110601
LAKE,10.06,1439766567240,9029
LKFN,42.35,1439766567270,13178
LANC,95.0586,1439766567371,43243
LARK,27.49,1439766567431,12
LAMR,57.24,1439766567456,258104
LRCX,71.073,1439766567483,2498810
LNDC,13.04,1439766567515,24760
LMRK,15.6,1439766567613,32218
LE,23.03,1439766567722,116162
LNTH,7.45,1439766567766,28334
LSTR,69.03,1439766567791,187795
LSCC,4.05,1439766567815,407951
LTRX,1.31,1439766567837,3707
LPSB,14.24,1439766567861,1338
LAWS,25.1,1439766567994,5391
LAYN,8.19,1439766568131,67633
LDRH,40.54,1439766568150,152376
LCNB,16.29,1439766568177,582
LGCYO,16.5,1439766568227,7305
LGCY,7.14,1439766568250,374846
LBIX,3.42,1439766568268,1992
LGCYP,15.8,1439766568300,3404
TREE,133.71,1439766568543,169040
LTXB,28.952,1439766568573,51601
LMAT,13.61,1439766568592,61181
LXRX,10.48,1439766568621,259634
LGIH,26.53,1439766568655,224151
LHCG,47.48,1439766568679,47939
LBRDK,53.78,1439766568720,66287
LBRDA,54.51,1439766568751,29125
LBTYB,NULL,1439766568923,0
LBTYA,52.02,1439766568967,1082201
LILA,39.31,1439766569019,65249
LBTYK,48.17,1439766569091,1683923
LVNTA,41.58,1439766569147,159361
LVNTB,NULL,1439766569173,0
LILAK,39.09,1439766569205,80128
QVCB,NULL,1439766569339,0
QVCA,30.26,1439766569371,427163
LMCA,38.28,1439766569401,318106
LMCB,NULL,1439766569429,0
LTRPA,26.38,1439766569512,177043
LMCK,37.87,1439766569537,492025
TAX,24.44,1439766569581,4763
LTRPB,NULL,1439766569674,0
LPNT,81.8473,1439766569755,230651
LFVN,0.72,1439766569801,87568
LCUT,14.92,1439766569823,8462
LWAY,14.84,1439766569891,13182
LGND,93.84,1439766569977,118338
LTBR,1.05,1439766570001,12708
LPTH,1.7,1439766570019,8316
LLEX,0.83,1439766570052,380
LIME,3.72,1439766570154,14182
LMNR,19.48,1439766570210,11682
LECO,62.05,1439766570288,187340
LLNW,2.7,1439766570341,835632
LINC,1.05,1439766570359,43485
LIND,9.6,1439766570391,11374
LINDW,1.5,1439766570445,600
LLTC,41.24,1439766570487,1414063
LNCO,3.08,1439766570638,1216720
LINE,3.14,1439766570667,2573890
LBIO,7.15,1439766570690,197367
LIOX,5.99,1439766570769,99348
LIQD,0.13,1439766570794,222479
LPCN,16.51,1439766570818,266267
LQDT,7.95,1439766570948,222914
LOB,19.22,1439766570975,79933
LFUS,92.91,1439766571001,61970
LIVE,1.97,1439766571025,91648
LPSN,9.2,1439766571106,118472
LKQ,31.5262,1439766571152,709710
LMIA,11.96,1439766571179,8076
LOGI,13.6,1439766571284,45099
LNBB,19.38,1439766571312,28831
LOGM,70.66,1439766571373,75996
LOJN,3.54,1439766571416,11097
EVAR,3.95,1439766571481,5607
LORL,61.48,1439766571555,19965
LOOK,0.6,1439766571580,2112
LABC,23.99,1439766571606,218
LOXO,19.83,1439766571641,52724
LPTN,0.235,1439766571707,319818
LRAD,1.72,1439766571840,16352
LPLA,42.8386,1439766571869,229108
LYTS,9.53,1439766571898,119978
LMNS,13.88,1439766571977,86567
LULU,65.1622,1439766572002,700758
LITE,20.33,1439766572029,196357
LMNX,19.26,1439766572128,111062
LMOS,13.2,1439766572155,35466
LUNA,1.17,1439766572260,35688
MTSI,32.84,1439766572322,201572
MBTF,6,1439766572354,11170
MFNC,10.745,1439766572423,11486
MCBC,5.3,1439766572474,8299
MCUR,12.89,1439766572492,8838
MCBK,NULL,1439766572519,0
MGNX,30.82,1439766572542,143059
MAGS,4.12,1439766572670,12656
MGIC,6.77,1439766572803,28893
MNGA,1.03,1439766572827,198047
MPET,2.04,1439766572849,15419
CALL,8.7,1439766572874,160005
MAG,49.91,1439766572896,2717
MGLN,58.05,1439766572922,114932
MGYR,10.03,1439766573026,2039
MHLDO,NULL,1439766573185,0
COOL,1.44,1439766573222,5585
MMYT,13.2315,1439766573250,117893
MHLD,16.39,1439766573268,199121
MSFG,21.52,1439766573294,29931
MBUU,19.03,1439766573353,25788
MAMS,6.15,1439766573483,2932
MLVF,15.8,1439766573507,702
MANH,65.39,1439766573529,224907
LOAN,3.78,1439766573588,13854
MTEX,18.84,1439766573690,736
MNKD,4.08,1439766573743,2087343
MNTX,6.74,1439766573773,29618
MANT,28.72,1439766573823,56008
MCHX,4.16,1439766573874,31779
MARA,3.1,1439766573959,100380
MRNS,15.17,1439766574001,19923
MARPS,6.1,1439766574024,410
MKTX,96.38,1439766574090,68856
MRKT,29.114,1439766574153,933893
MRLN,13.83,1439766574218,10408
MKTO,29.35,1439766574248,101606
MAR,71.8525,1439766574343,700928
MBII,1.95,1439766574368,27826
MMLP,28.34,1439766574390,96577
MRTN,19.09,1439766574445,30750
MTLS,8.1,1439766574570,27537
MASI,42.7,1439766574593,193614
MRVL,12.43,1439766574611,1792822
MTRX,20.53,1439766574641,78927
MAT,23.0872,1439766574664,2294383
MATW,53.36,1439766574797,52568
MATR,6.35,1439766574822,13208
MTSN,2.67,1439766574981,321313
MXIM,33.9069,1439766575006,831582
MFRM,62.86,1439766575042,50562
MXWL,5.24,1439766575065,155767
MBFI,33.65,1439766575134,85657
MBFIP,26.87,1439766575160,4405
MZOR,12.94,1439766575178,17292
MCFT,16.175,1439766575344,37462
MCGC,4.36,1439766575401,506902
MGRC,26.14,1439766575424,59700
TAXI,8.16,1439766575475,52638
MDCA,19.41,1439766575503,204846
MCOX,3.3,1439766575521,19047
MDAS,21.58,1439766575601,216578
MNOV,3.61,1439766575698,6408
MTBC,2.26,1439766575752,1875
MDVN,98.99,1439766575830,460936
MDSO,52.59,1439766575856,105919
MDGS,NULL,1439766575874,0
MDWD,7.01,1439766575900,2630
MDVXW,NULL,1439766576023,0
MDVX,2.74,1439766576047,1477
MEET,1.59,1439766576126,139657
MEIP,1.6,1439766576191,138175
MPEL,21.94,1439766576213,1564581
MLNX,42.6314,1439766576255,180027
MELA,1.14,1439766576280,43211
MEMP,6.79,1439766576342,750075
MELR,14.45,1439766576364,1722
MENT,26.21,1439766576605,584768
MRD,19.35,1439766576630,484514
MTSL,1.48,1439766576653,11319
MELI,119.75,1439766576706,94195
MBWM,20.59,1439766576733,11681
MBVT,29.08,1439766576830,5524
MERC,11.3669,1439766576855,276228
MRGE,7.11,1439766576881,1183112
MRCY,16.02,1439766576980,74120
EBSB,12.75,1439766577013,85870
MMSI,24.69,1439766577037,176407
VIVO,18.18,1439766577055,93094
MACK,10.56,1439766577085,771613
MSLI,1.88,1439766577227,10668
MLAB,115.71,1439766577364,2260
MBLX,2.64,1439766577409,7722
MEIL,0.34,1439766577432,7971
CASH,48.45,1439766577466,27643
MEOH,44.58,1439766577493,300662
MEILW,NULL,1439766577560,0
MEILZ,NULL,1439766577603,0
METR,29.99,1439766577629,75962
MFRI,5.52,1439766577758,3954
MGCD,5.28,1439766577788,17
MGPI,15.96,1439766577813,49048
MGEE,40.14,1439766577836,35904
MU,16.99,1439766577885,21428328
MICT,2.96,1439766577971,20
MCHP,43.29,1439766577994,1253718
MICTW,NULL,1439766578077,0
MSCC,33.38,1439766578149,254742
MSTR,218.8,1439766578235,35786
MVIS,3.06,1439766578315,91614
MPB,16.45,1439766578378,176
MSFT,47.097,1439766578447,17606884
MCEP,2.99,1439766578473,94434
MBCN,32,1439766578494,464
MSEX,23.24,1439766578523,14962
MBRG,18.34,1439766578541,444
MDXG,9.34,1439766578717,536378
MOFG,31.47,1439766578749,4926
MNDO,2.71,1439766578773,15234
NERV,5.63,1439766578843,10366
MB,12.33,1439766578868,74686
MRTX,22.5,1439766578886,44163
MSON,9.39,1439766579065,9611
MITL,7.96,1439766579129,385339
MITK,3.63,1439766579164,86363
MKSI,35.44,1439766579185,149825
MMAC,13.55,1439766579208,4875
MIND,4.4,1439766579230,10282
MINI,34.79,1439766579268,173048
MOBL,4.69,1439766579296,149762
MOCO,13.81,1439766579394,2568
MDSY,1.55,1439766579491,3010
MOKO,3.65,1439766579522,2566
MLNK,3.16,1439766579548,78706
MOLG,1.14,1439766579721,32416
MOMO,16.0127,1439766579743,139551
MNTA,21.67,1439766579768,356275
MCRI,18.56,1439766579786,24244
MNRK,13.18,1439766579927,1563
MPWR,50.89,1439766579960,95397
MGI,10.14,1439766579978,78229
MDLZ,46.49,1439766580058,5841138
MNRO,66.33,1439766580086,51633
TYPE,23.37,1439766580111,92662
MRCC,14.96,1439766580140,84357
MNST,150.41,1439766580240,771064
MHGC,5,1439766580265,109909
MPAA,31.62,1439766580437,59232
MOSY,1.49,1439766580467,22943
MORN,84.3369,1439766580494,21319
MRVC,16.94,1439766580566,93134
MSBF,11.66,1439766580591,24021
MDM,3.24,1439766580615,10397
MTSC,64.82,1439766580637,46411
LABL,68.81,1439766580802,25528
MFLX,18.09,1439766580825,69890
MFSF,23.96,1439766580853,678
MYL,54.4,1439766580989,4337802
MYOS,3.04,1439766581015,922
MYRG,29.54,1439766581042,59287
MYGN,33.863,1439766581060,295492
NANO,14.35,1439766581146,51664
NK,22.58,1439766581300,314561
NSTG,14.88,1439766581323,37087
NSPH,2.31,1439766581347,49296
NTRA,15.76,1439766581365,570618
NATH,36.3,1439766581401,16268
NSSC,5.95,1439766581427,5737
NKSH,31.97,1439766581507,5985
NAUH,2.83,1439766581532,2442
FIZZ,25,1439766581667,27654
NCMI,14.7,1439766581702,115846
NCOM,24.94,1439766581776,4096
NGHCO,24.98,1439766581914,38093
NHLD,3.47,1439766581942,22934
NGHCP,24.9,1439766581971,7026
NGHC,19.76,1439766581990,803537
NATL,27.98,1439766582016,5169
NPBC,10.95,1439766582039,268927
NATI,29.41,1439766582065,240809
NSEC,13.24,1439766582250,6283
NRCIA,13.26,1439766582274,4734
NWLI,236.5,1439766582292,2194
NRCIB,33.55,1439766582325,103
NAII,5.94,1439766582419,286
NHTC,30.23,1439766582470,87216
NATR,12.94,1439766582601,7351
BABY,44.83,1439766582634,74251
NBTB,26.75,1439766582660,50294
NAVI,14.763,1439766582739,2473868
NVSL,10.75,1439766582785,358
NKTR,11.21,1439766582813,596105
NCIT,12.89,1439766582914,10873
NEOG,55,1439766582941,94110
NEON,2.59,1439766582964,48216
NEO,6.34,1439766582988,137032
NEOS,20.63,1439766583127,39568
NEOT,12.37,1439766583151,40083
NVCN,4.79,1439766583183,8924
NEPT,1.41,1439766583322,30893
NRX,4.04,1439766583377,12290
NETE,0.2113,1439766583462,1364843
UEPS,20.4851,1439766583488,165985
NTES,126.6,1439766583517,579096
NFLX,123.16,1439766583546,5145488
NTGR,32.65,1439766583593,671595
NTAP,30.75,1439766583624,1411573
NLST,0.42,1439766583650,111794
NTCT,41.16,1439766583721,433607
NTWK,5.32,1439766583811,12644
NBIX,46.05,1439766583896,428805
CUR,1.32,1439766583923,206446
NDRM,22.23,1439766584020,148097
NURO,0.96,1439766584073,59744
NUROW,NULL,1439766584100,0
NYMT,6.63,1439766584124,534016
NYMTO,20.905,1439766584167,6940
NBBC,8.28,1439766584203,24299
NYMTP,22.22,1439766584257,1799
NLNK,46.35,1439766584332,274243
NWS,14.915,1439766584361,792845
NEWP,15.98,1439766584414,62526
NWSA,15.2155,1439766584458,2564698
NEWS,11.7,1439766584485,17777
NEWT,18.31,1439766584590,36739
NXST,52.87,1439766584728,272036
NVET,4.65,1439766584756,5602
NICE,66.8039,1439766584781,40079
EGOV,20,1439766584806,116276
NFEC,1.16,1439766584835,4411
NVLS,17.24,1439766584884,172350
NIHD,9.12,1439766584938,24048
NICK,13.1,1439766584959,3507
NNBR,24.35,1439766585119,103194
NDLS,12.76,1439766585179,178667
NMIH,8.85,1439766585226,73783
NDSN,74.11,1439766585258,153591
NSYS,4.33,1439766585280,6
NECB,7.9,1439766585437,11820
NTK,74.63,1439766585498,27193
NTIC,15.96,1439766585530,834
NBN,10.79,1439766585572,6858
NTRSP,25.76,1439766585598,8592
NFBK,15.29,1439766585625,140164
NRIM,26.78,1439766585643,12887
NTRS,77.7155,1439766585671,563135
NWBO,9.57,1439766585825,359340
NWBI,12.838,1439766585849,2050742
NWPX,17.48,1439766585994,18258
NCLH,59.4,1439766586041,391085
NWBOW,5.84,1439766586068,230
NWFL,29.4,1439766586095,16
NVMI,12.15,1439766586177,7346
NVDQ,11.64,1439766586208,209294
NVFY,2.53,1439766586232,49232
MIFI,2.55,1439766586284,192180
NVAX,13.34,1439766586312,3037570
NVGN,3.11,1439766586370,187261
NTLS,9.23,1439766586410,587474
NUAN,18.375,1439766586499,542697
NUTR,24.09,1439766586572,13181
NMRX,8.51,1439766586633,4465
NTRI,29.71,1439766586739,90620
NVEE,24.63,1439766586844,36115
NUVA,53.07,1439766586871,165730
NXPI,91.7,1439766586894,1574013
QQQX,19.01,1439766586921,48586
NVEC,56.24,1439766586975,4562
NXTM,18.27,1439766587051,204806
NVDA,23.58,1439766587083,3026317
NXTD,1.48,1439766587101,48073
NXTDW,0.6,1439766587180,501
OIIM,2.37,1439766587242,16522
NYMX,2.54,1439766587264,322384
OVLY,9.75,1439766587326,56
OCAT,3.1,1439766587519,291983
OPTT,0.52,1439766587553,10360
OSHC,15.11,1439766587590,4525
OBCI,2.8,1439766587614,64545
OCRX,3.92,1439766587698,19201
ORIG,3.37,1439766587742,393368
OCLR,2.8,1439766587770,866493
OCFC,18.94,1439766587788,33182
OFED,NULL,1439766587871,0
OCUL,18.82,1439766587916,359491
OCLSW,0.32,1439766587959,28040
OCLS,1.2,1439766587995,299748
OMEX,0.362,1439766588095,69451
OFS,11.25,1439766588219,20002
ODP,7.76,1439766588288,2355893
OHAI,4.99,1439766588315,18300
ODFL,73.14,1439766588342,123728
OVBC,23.2,1439766588367,574
OLBK,15.75,1439766588439,8647
OHRP,2.84,1439766588464,299965
ONB,14.76,1439766588490,410470
OSBCP,9.95,1439766588616,3112
OSBC,6.22,1439766588645,20646
OLLI,19.91,1439766588705,77551
ZEUS,12.91,1439766588747,40454
OPOF,15.78,1439766588765,449
OFLX,32.83,1439766588855,2091
OMCL,36.28,1439766588983,82193
OMER,13.5,1439766589006,914477
OTIV,1.02,1439766589044,95750
OVTI,24.95,1439766589074,273769
ON,9.76,1439766589092,1810505
ONCY,0.54,1439766589174,59396
OGXI,2.97,1439766589217,631326
ONTX,2.4415,1439766589252,8789272
OMED,21.11,1439766589322,65447
OHGI,1.47,1439766589376,556547
ONCS,5.96,1439766589400,35662
ONTY,3.15,1439766589428,578374
ONFC,20.48,1439766589529,1825
ONVI,4.17,1439766589654,1048
OTEX,45.87,1439766589681,71723
OPGNW,0.5,1439766589750,2000
OPXA,0.39,1439766589778,191485
OPGN,2.49,1439766589813,2614
OPHT,51.02,1439766589910,217949
OPXAW,0.09,1439766589928,300
OBAS,NULL,1439766590015,0
OCC,3.58,1439766590057,38
OPHC,NULL,1439766590079,0
ORMP,6.25,1439766590107,22354
OPB,37.85,1439766590125,43261
OSUR,5.45,1439766590251,242718
ORBC,5.84,1439766590309,103675
ORBK,18.23,1439766590336,52341
ORLY,254.37,1439766590439,288351
SEED,1.3,1439766590463,111529
OREX,3.5,1439766590488,1118504
ORIT,15.59,1439766590687,80117
OFIX,38.95,1439766590717,45583
OESX,2.06,1439766590752,16777
OSN,0.8101,1439766590776,7600
ORRF,17.48,1439766590798,2976
OSIR,17.26,1439766590844,209094
OSIS,70.26,1439766590866,62629
OTIC,22.64,1439766590998,111912
OTEL,5.3,1439766591024,3091
OTTR,27.82,1439766591075,73603
OSTK,21.3,1439766591175,42854
OVAS,23,1439766591198,464066
OUTR,64.6,1439766591221,133722
OXBR,6.4,1439766591365,2570
OXFD,13.41,1439766591418,27250
OXBRW,NULL,1439766591441,0
OXLCN,25.41,1439766591498,4470
OXLC,13.85,1439766591526,34139
OXGN,1.39,1439766591544,164685
OXLCO,24.08,1439766591561,10567
PFIN,9.95,1439766591731,9357
PTSI,46.41,1439766591787,5391
PCAR,62.92,1439766591877,756981
PCBK,13.32,1439766591895,13805
PACB,4.52,1439766591931,237591
PDVW,34.13,1439766591976,161002
PEIX,7.74,1439766592067,344179
PPBI,20.09,1439766592118,42236
PSUN,0.4573,1439766592174,539196
PACW,46.5593,1439766592214,195063
PMBC,7.24,1439766592236,408
PCRX,60.94,1439766592265,225251
PTIE,1.78,1439766592318,31834
PLMT,19.818,1439766592388,5611
PAAS,6.92,1439766592450,1238731
PNRA,195.6,1439766592472,234603
PANL,3.31,1439766592611,8222
PZZA,72.48,1439766592637,83746
FRSH,14.93,1439766592746,217106
PRGNL,11.66,1439766592799,500
PRGN,0.8485,1439766592822,6660
PRTK,24.48,1439766592856,30855
PRXL,68.08,1439766592881,312001
PKBK,12.68,1439766592951,2078
PCYG,12.42,1439766592979,27297
PSTB,7.05,1439766593003,25119
PRKR,0.27,1439766593076,332486
PKOH,42.36,1439766593178,21513
PARN,4.62,1439766593243,3000
PTNR,4.43,1439766593269,11638
PBHC,11.49,1439766593374,473
PATI,22.04,1439766593405,218
PNBK,17.95,1439766593452,2
PATK,39.24,1439766593484,49595
PEGI,22.83,1439766593578,495747
PDCO,49.79,1439766593601,231806
PTEN,16.73,1439766593627,2529835
PAYX,48.17,1439766593701,994047
PYPL,38.12,1439766593758,4262303
PCTY,34.77,1439766593782,335193
PYDS,4.75,1439766593799,15613
PCCC,21.61,1439766593992,11770
PCMI,10.22,1439766594033,3482
PCTI,6.08,1439766594056,33796
PDFS,13.44,1439766594105,53197
PDCE,55.79,1439766594129,492454
PDII,2,1439766594189,208389
PDLI,5.88,1439766594262,1262616
PGC,21.28,1439766594285,20940
SKIS,7.13,1439766594417,10792
PENN,18.61,1439766594440,396977
PCO,1.49,1439766594466,148878
PEGA,26.8,1439766594493,148462
PFLT,12.89,1439766594598,68867
PNNT,7.8134,1439766594652,182489
PWOD,42.54,1439766594674,2061
PTXP,18.74,1439766594737,116608
PEBK,19.49,1439766594814,1883
PFBX,9.75,1439766594913,2716
PEBO,21.79,1439766594939,34120
PFIS,37.55,1439766594970,4461
PBCT,16.4733,1439766595043,1526438
PRCP,10.24,1439766595074,7780
PUB,17.58,1439766595093,6194
PPHM,1.16,1439766595171,323135
PPHMP,NULL,1439766595254,0
PFMT,2.82,1439766595278,20973
PRFT,16.49,1439766595296,77970
PERF,5.59,1439766595357,140
PSEM,12.62,1439766595502,55601
PERI,2.51,1439766595531,48698
PESI,3.73,1439766595574,7788
PTX,4.7,1439766595609,1593285
PERY,23.46,1439766595636,26703
PRSN,0.549,1439766595658,45981
PRSNW,0.14,1439766595714,4000
PGLC,5.48,1439766595803,16132
PFSW,13.18,1439766595904,75230
PETS,16.85,1439766595928,126066
PGTI,13.1616,1439766595986,178074
PHII,NULL,1439766596012,0
PAHC,37.19,1439766596122,49078
PHMD,1.06,1439766596148,29460
PHIIK,27.37,1439766596174,14200
PICO,12.8,1439766596279,60527
PIRS,3.49,1439766596338,240564
PLAB,7.89,1439766596420,169254
PPC,22.82,1439766596470,741433
PME,1.25,1439766596493,2614
PNFP,52.19,1439766596517,132858
PXLW,4.83,1439766596676,187821
PLNR,5.9537,1439766596706,562812
PPSI,6.5,1439766596738,2300
PLBC,9.305,1439766596801,1036
PLUG,2.29,1439766596834,1066073
PLPM,2.87,1439766596852,154019
PLXS,38.33,1439766596881,102323
PSTI,2.19,1439766596982,32270
PMFG,6.61,1439766597089,42454
PMCS,6.47,1439766597141,627481
PBSK,15.77,1439766597185,10323
PNTR,6.1,1439766597224,7285
PCOM,9.82,1439766597242,10630
PBCP,12.35,1439766597268,132
PLCM,11.24,1439766597424,507034
PLKI,56.92,1439766597464,76048
POPE,66.28,1439766597490,490
POOL,71.5214,1439766597552,116580
BPOP,31.1062,1439766597574,262331
BPOPM,NULL,1439766597621,0
BPOPN,20.2622,1439766597647,3287
PTLA,47.97,1439766597755,284951
PBIB,1.63,1439766597792,33805
PSTR,1.7,1439766597935,25663
PBPB,12.26,1439766597959,142273
POWL,27.61,1439766598002,33776
PSIX,32.04,1439766598091,48989
PDBC,17.82,1439766598115,593
PCH,35.87,1439766598133,78558
POWI,39.21,1439766598169,76225
PRFZ,100.33,1439766598259,16113
PSAU,12.56,1439766598287,12585
PAGG,27.85,1439766598390,4761
IPKW,27.25,1439766598423,5530
LDRI,25.1,1439766598451,5848
LALT,22.87,1439766598473,1266
PNQI,75.56,1439766598551,7473
PSCD,52.5,1439766598737,3061
PSCE,20,1439766598814,1860
PSCH,73.4,1439766598865,9399
PSCC,55.04,1439766598916,732
QQQ,110.66,1439766598933,7558703
PSCF,42.38,1439766598952,1253
PSCI,NULL,1439766598977,0
PSCT,50.56,1439766599108,4753
PSCM,36.0801,1439766599142,500
POZN,9.05,1439766599173,359924
PRAH,41.12,1439766599208,36708
PRAA,57.71,1439766599237,244757
PFBC,31.57,1439766599299,14434
PSCU,38.1975,1439766599324,1900
PRAN,1.12,1439766599347,48684
PLPC,33.98,1439766599554,17118
PRXI,2.49,1439766599590,11329
PFBI,14.94,1439766599690,1118
PBMD,1.47,1439766599716,13182151
LENS,6.78,1439766599734,588
PSMT,94.83,1439766599765,65750
PINC,36.6342,1439766599789,63282
PRGX,4,1439766599811,84576
PRIM,18,1439766600005,108446
PNRG,56.7,1439766600031,4
PVTB,41.13,1439766600049,209414
PRMW,6.51,1439766600080,104163
PDEX,2.32,1439766600180,2033
PVTBP,26.84,1439766600210,2778
IPDN,0.99,1439766600307,43131
PFIE,0.95,1439766600389,371619
PGNX,8.2,1439766600414,561394
PRGS,29.31,1439766600437,68184
DNAI,25.38,1439766600459,130635
PFPT,63.35,1439766600599,168126
PRQR,16.34,1439766600625,13074
PRPH,1.49,1439766600648,15366
BIB,87.5,1439766600680,301002
TQQQ,116.1,1439766600772,1539646
UBIO,16.72,1439766600795,116133
SQQQ,22.2,1439766600820,4056506
BIS,28.83,1439766600874,421693
ZBIO,22.04,1439766600960,8970
PSEC,7.4,1439766601099,1435355
PRTO,13.23,1439766601137,26882
PRTA,60.91,1439766601166,156694
PVBC,12.8,1439766601196,15668
PROV,16.46,1439766601240,5657
PBIP,14.4,1439766601271,9044
PWX,16,1439766601299,1112
PSBH,8.01,1439766601447,2240
PSDV,4.05,1439766601472,29628
PMD,12.5,1439766601490,8402
PTC,35.93,1439766601553,245550
PULB,13.38,1439766601618,426
PTCT,37.25,1439766601653,359722
PULM,5.56,1439766601760,9762
PCYO,4.58,1439766601834,12001
QADA,25.25,1439766601904,10363
QCCO,1.85,1439766601928,5281
QADB,NULL,1439766601946,0
QCRH,21.49,1439766602100,6981
QIWI,28.34,1439766602230,269647
QGEN,27.72,1439766602539,206795
QKLS,1.6401,1439766602806,1500
QLIK,41.92,1439766602954,733022
QRVO,58.24,1439766602976,1106520
QLGC,9.36,1439766602999,345551
QLTI,3.5,1439766603058,40890
QBAK,1.06,1439766603216,172
QCOM,61.91,1439766603239,5456904
QLYS,31.87,1439766603295,344608
QLTY,15.95,1439766603321,334760
QTWW,1.57,1439766603368,55406
QSII,12.9,1439766603405,144813
QRHC,0.85,1439766603423,81848
QUIK,1.46,1439766603441,31646
QDEL,21.02,1439766603575,66052
QPAC,NULL,1439766603608,0
QPACU,NULL,1439766603646,0
QPACW,0.35,1439766603778,10000
QUNR,38.4747,1439766603911,390361
QUMU,4.35,1439766603936,1260
QNST,4.99,1439766603968,217593
QTNT,16.39,1439766603985,2877
ROIA,2.34,1439766604004,200
RRD,16.05,1439766604042,1010719
QTNTW,NULL,1439766604065,0
RDCM,10.5,1439766604151,42794
RADA,1.1,1439766604241,185020
RSYS,2.7,1439766604278,53142
ROIAK,2.5,1439766604301,22543
RDUS,66.86,1439766604433,624770
RDNT,7.63,1439766604558,107478
RMBS,13.45,1439766604585,200537
RDWR,19.48,1439766604603,77977
RAND,3.92,1439766604634,2325
RLOG,2.62,1439766604663,542
RPTP,13.24,1439766604739,367877
GOLD,62.07,1439766604768,226893
RPD,21.96,1439766604805,57190
RAVE,11.57,1439766604931,22963
ROLL,67.47,1439766604969,102841
RAVN,18.52,1439766605018,68809
RICK,11.17,1439766605044,5755
RCMT,4.62,1439766605152,5296
RLOC,2.81,1439766605180,11186
RDI,13.14,1439766605253,48777
RDIB,15.6,1439766605275,152
RELY,10.81,1439766605349,175136
RNWK,4.25,1439766605405,92389
RGSE,1.39,1439766605430,311591
RP,19.31,1439766605454,70661
RCPT,231.4,1439766605478,296360
DAX,26.44,1439766605605,1834
UK,NULL,1439766605640,0
QYLD,23.6,1439766605663,6383
RRGB,83.74,1439766605810,173086
REPH,13.74,1439766605833,25646
RCON,1.42,1439766605891,2572
RDHL,13.8,1439766605966,21085
REDF,1.6888,1439766605993,5883
RGLS,7.3,1439766606017,353479
REGN,577,1439766606070,254577
REIS,24.99,1439766606092,11389
RELV,0.99,1439766606144,73912
MARK,4.07,1439766606276,5285
REMY,29.38,1439766606467,73815
RLYP,24.89,1439766606491,485727
RTK,0.7251,1439766606620,512704
RNST,32.32,1439766606645,77043
REGI,9.7,1439766606663,170901
RCII,27.42,1439766606692,257425
RGEN,34.78,1439766606794,128107
RPRX,8.31,1439766606872,122307
RENT,50.25,1439766606899,267551
RPRXZ,NULL,1439766606929,0
RPRXW,NULL,1439766606959,0
RBCAA,25.14,1439766607028,11003
RJET,3.85,1439766607053,543617
FRBK,3.63,1439766607075,28750
REFR,5.4,1439766607257,2722
RESN,4.3,1439766607316,19626
REXI,7.78,1439766607416,927375
RECN,16.77,1439766607438,102459
ROIC,17.1334,1439766607462,295594
SALE,9.36,1439766607480,278664
RTRX,29.58,1439766607508,327495
RVLT,1.12,1439766607744,64023
REXX,3.35,1439766607767,1895493
RIBT,2.8,1439766607810,19391
RWLK,9.49,1439766607835,23049
RGCO,20.38,1439766607853,1314
RFIL,4.14,1439766607892,4147
RIBTW,NULL,1439766607982,0
RVNC,30.25,1439766608004,130181
RELL,5.5,1439766608069,182682
RIGL,2.74,1439766608247,252892
NAME,6.98,1439766608276,8323
RTTR,3.18,1439766608354,6860
RITTW,0.29,1439766608378,8500
RVSB,4.41,1439766608403,27426
RNET,27.78,1439766608421,125265
RITT,1.51,1439766608447,128453
