Symbol,Price,Date,Volume
CY,10.2,1439766520299,4925613
CYNO,34.48,1439766520358,107143
CYRN,1.68,1439766520401,85044
CONE,34.6169,1439766520434,440802
CYTK,6.45,1439766520526,117593
CYTX,0.4041,1439766520597,484773
CTSO,6.86,1439766520621,218347
CYTR,2.35,1439766520675,393916
DAEG,0.36,1439766520777,121546
TVIX,5.66,1439766520814,2539657
TVIZ,12.7,1439766520861,799
ZIV,50.24,1439766520906,24669
XIV,47.853,1439766520968,4574986
DJCO,209.79,1439766520998,388
DAKT,12.09,1439766521033,119351
DARA,0.86,1439766521095,89811
DTLK,6.21,1439766521222,56595
DAIO,2.61,1439766521245,6016
DWCH,5.32,1439766521327,33560
DRAM,1.5,1439766521386,3374
DTEA,12.86,1439766521471,100839
PLAY,36.99,1439766521514,95663
DBVT,40.24,1439766521556,62448
DWSN,5.26,1439766521579,128866
TRAK,62.17,1439766521603,171284
DHRM,1.7101,1439766521653,300
TACO,14.13,1439766521734,145091
DFRG,15.43,1439766521759,102102
TACOW,4.84,1439766521790,6997
DGAS,20.29,1439766521925,1081
DCTH,0.506,1439766521980,93303
DELT,2.27,1439766522004,1400
DELTW,NULL,1439766522135,0
DENN,12.45,1439766522162,229084
XRAY,56.79,1439766522181,360722
DEPO,31.5,1439766522261,450314
DEST,11.9,1439766522333,37464
DERM,24.35,1439766522361,290496
DSCI,6.48,1439766522392,34546
DXM,0.3104,1439766522465,22833
DSWL,1.8,1439766522491,200
DXLG,4.8,1439766522551,32163
DXCM,99.88,1439766522638,425358
DMND,32.05,1439766522710,66566
DHXM,NULL,1439766522735,0
DHIL,191.83,1439766522816,2202
FANG,73.9,1439766522868,806182
DCIX,1.91,1439766522891,25108
DRNA,10.9,1439766523029,83375
DGII,10.03,1439766523051,54981
DRAD,4.03,1439766523092,10843
DMRC,37.6,1439766523121,26231
DGLY,7.9,1439766523182,65368
DCOM,17.25,1439766523216,55077
APPS,2.36,1439766523248,115256
DPRX,14.12,1439766523379,32366
DISCA,28.31,1439766523442,1225213
DIOD,20.25,1439766523469,69966
DISCB,NULL,1439766523521,0
DISCK,27.12,1439766523579,475636
DSCO,0.48,1439766523601,94291
DISH,66.31,1439766523747,318377
DVCR,11.91,1439766523846,1034
DNBF,26.58,1439766523872,901
BAGR,2.85,1439766523900,12164
DLHC,2.5,1439766523927,1408
DLTR,77.78,1439766523951,906641
DGICA,14.4,1439766523999,26119
DMLP,14.92,1439766524079,25551
DGICB,NULL,1439766524102,0
HILL,5.43,1439766524238,217772
DORM,52.57,1439766524265,115775
DRWI,0.29,1439766524288,91105
DRWIW,0.059,1439766524471,1176
DWA,19.54,1439766524530,378295
DSKX,3.71,1439766524599,184236
DSPG,9.12,1439766524699,174369
CADTU,NULL,1439766524725,0
CADT,NULL,1439766524748,0
CADTW,NULL,1439766524768,0
DRYS,0.3785,1439766524798,1950899
DTSI,27.02,1439766524902,62117
CADTR,NULL,1439766524977,0
DRRX,2.16,1439766525059,188067
DNKN,52.43,1439766525088,294738
DXPE,30,1439766525119,115466
DYAX,22.33,1439766525143,532466
BOOM,10.15,1439766525214,23624
DYSL,NULL,1439766525235,0
DVAX,29.31,1439766525394,182230
DYNT,3.05,1439766525431,14702
ETFC,28.5357,1439766525459,801059
EGBN,44.5,1439766525535,100761
EBMT,11.63,1439766525561,4832
EROC,1.52,1439766525668,371604
ELNK,9.26,1439766525725,559987
EGRX,66.8,1439766525748,540439
EGLE,8,1439766525766,23643
EWBC,45.149,1439766525801,523967
EML,17.29,1439766525909,2762
EACQU,10.03,1439766525996,3923
EVBS,6.43,1439766526020,3597
EBAY,28.28,1439766526043,4099330
EBIX,30.86,1439766526176,213354
ELON,0.54,1439766526198,53529
SATS,46.0773,1439766526364,53543
EEI,11.3,1439766526391,611
ECTE,1.51,1439766526416,20042
ECACU,10.03,1439766526450,13800
EDAP,3.7,1439766526476,14717
ECHO,25.21,1439766526494,185482
ESES,3.49,1439766526529,7993
EDGW,7.17,1439766526636,2580
EFUT,4.61,1439766526762,1315
EGAN,3.55,1439766526836,16571
EGLT,12.58,1439766526898,31175
EDUC,4.91,1439766526925,450
EHTH,15.08,1439766526995,65255
LOCO,14.64,1439766527024,5588616
EMITF,1.29,1439766527048,46303
ESLT,83.26,1439766527126,3131
ERI,8.9381,1439766527151,143521
ESIO,4.72,1439766527187,39298
EFII,45.7,1439766527312,134474
EA,73.14,1439766527344,1341794
ELRC,10.49,1439766527387,22286
ELEC,NULL,1439766527413,0
ELSE,3.88,1439766527439,4891
ELECU,NULL,1439766527515,0
ELECW,NULL,1439766527717,0
RDEN,10.34,1439766527759,110192
EBIO,4.71,1439766527783,1929066
ESBK,19.97,1439766527801,12
CAPX,23.96,1439766527843,800
LONG,17.08,1439766527873,3212
ELTK,1.14,1439766527975,24034
EMCI,24.79,1439766528004,20067
EMCF,23.68,1439766528033,210
EMKR,7.22,1439766528102,292043
EMMSP,NULL,1439766528157,0
EMMS,1.24,1439766528180,17905
NYNY,4.51,1439766528202,43787
ERS,3.1,1439766528257,65064
ENTA,40.29,1439766528360,101077
ECPG,40.31,1439766528440,152054
ECYT,5.42,1439766528566,138959
ELGX,13.35,1439766528588,411751
WIRE,33.61,1439766528614,51560
ENDP,84.84,1439766528670,1329136
WATT,7.05,1439766528743,105240
EIGI,16.42,1439766528771,207454
ERII,2.86,1439766528789,44357
EFOI,18.82,1439766528818,832264
EXXI,1.73,1439766528947,517132
ENG,1.14,1439766528974,3082
ENOC,9.01,1439766529003,213279
ESGR,161.16,1439766529078,17997
ENPH,5.5,1439766529102,294120
ENFC,18.39,1439766529226,6278
ENTG,14.45,1439766529303,376369
ENTL,22.41,1439766529333,70292
ETRM,0.25,1439766529351,651477
EBTC,21.22,1439766529380,4191
EFSC,24.81,1439766529429,19694
EGT,2.23,1439766529480,2709
ENVI,1.82,1439766529585,26146
ENZN,1.13,1439766529639,890164
EPIQ,14.12,1439766529661,62342
ENZY,8.84,1439766529685,6490
EPZM,17.34,1439766529744,188948
PLUS,74.04,1439766529814,44902
EPRS,5.14,1439766529836,90026
EQFN,8.34,1439766530090,300
ERIC,10.3741,1439766530115,983601
ERIE,86.8074,1439766530153,30666
EAC,3.43,1439766530177,15397
EQIX,284.4569,1439766530246,510554
ESCRP,1.65,1439766530272,8530
ESCR,0.23,1439766530292,2414
ESCA,18.49,1439766530310,8160
ESMC,1.38,1439766530510,8018
ESPR,66.5,1439766530543,209376
EPIX,7.15,1439766530567,2670
ESSX,0.4701,1439766530635,43950
ESSA,12.86,1439766530659,1300
ETSY,17.08,1439766530694,666621
ESND,36.16,1439766530717,85475
CLWT,2.6,1439766530849,1200
ESEA,6.46,1439766530905,10323
EEFT,68.74,1439766530938,144293
EVK,3.96,1439766530992,11
EVEP,9.21,1439766531028,397964
EVOK,4.65,1439766531120,45627
EVLV,2.23,1439766531145,69085
EVOL,6.35,1439766531181,3389
EXA,10.68,1439766531217,9087
EXAS,22.94,1439766531321,349131
EXAC,18.29,1439766531359,82298
EXEL,5.817,1439766531396,2099714
EXFO,2.91,1439766531453,5288
EXLS,37.13,1439766531635,97551
EXPE,121.71,1439766531682,503732
EXPO,43.78,1439766531715,45109
ESRX,88.26,1439766531743,3060353
EXPD,49.28,1439766531762,615404
EXLP,20.99,1439766531792,60574
EYEG,3.99,1439766531819,26799
EXTR,2.93,1439766531842,414766
EYEGW,NULL,1439766531976,0
EZPW,6.12,1439766532079,192066
FFIV,132.61,1439766532105,307911
EZCH,20.66,1439766532207,151611
FCS,14.44,1439766532247,276113
FB,94.5,1439766532271,9771618
FRP,17.47,1439766532335,58600
FWM,2.25,1439766532357,132585
FALC,1.68,1439766532402,42047
DAVE,14.94,1439766532427,11148
FFKT,26.69,1439766532445,10401
FARM,23.86,1439766532570,18782
FMNB,8.2,1439766532605,8804
FARO,42.16,1439766532697,53935
FAST,40.21,1439766532721,703087
FATE,7.46,1439766532745,27707
FBSS,15.82,1439766532802,34
FBRC,23.13,1439766532895,9387
FEIC,81.65,1439766533050,228806
FNHC,24.34,1439766533081,27647
FHCO,1.52,1439766533099,19982
FENX,9.83,1439766533117,45917
FDML,9.8,1439766533183,115988
FGEN,25.9,1439766533249,927214
ONEQ,198.49,1439766533283,15244
FCSC,6.57,1439766533306,149188
LION,20.37,1439766533385,252799
FDUS,14.59,1439766533456,40675
FRGI,54.98,1439766533481,95802
FSAM,8.75,1439766533623,11831
FITBI,27.83,1439766533709,3626
FSFR,9.13,1439766533736,83639
FITB,21.1142,1439766533765,3776569
FSCFL,NULL,1439766533820,0
FSC,6.5499,1439766533872,452822
FISI,24.39,1439766533897,11112
FNJN,1.81,1439766533929,40023
FNSR,17.26,1439766533951,658501
FNGN,36.18,1439766534024,333093
FNTC,NULL,1439766534168,0
FNTCW,NULL,1439766534301,0
FEYE,43,1439766534327,1390964
FNTCU,NULL,1439766534350,0
FBNC,17.18,1439766534368,14007
FNLC,18.84,1439766534428,9493
FRBA,6.02,1439766534501,1300
FCVA,4.71,1439766534530,1090
FBIZ,43.95,1439766534548,8944
BUSE,6.44,1439766534627,39535
FCAP,26.7,1439766534711,763
FCFS,38.37,1439766534737,56943
FCNCA,252.9,1439766534760,17265
FCLF,9.19,1439766534838,252
FCBC,18.1,1439766534970,11453
FCCO,12.14,1439766534997,788
FCFP,6.8,1439766535097,2600
FBNK,16.27,1439766535126,12340
FDEF,37.12,1439766535178,16041
FFBC,19.26,1439766535227,67929
FFNM,6.33,1439766535262,212
FFBCW,NULL,1439766535354,0
FFIN,32.79,1439766535378,106041
THFF,33.49,1439766535396,171589
FFNW,12.5,1439766535438,12446
FFWM,21.4,1439766535532,9501
FIBK,28.13,1439766535578,50346
INBK,35.38,1439766535638,4601
FMBH,21.7701,1439766535774,400
FRME,26.23,1439766535824,52974
FMBI,18.49,1439766535871,119055
FNBC,36.64,1439766535902,88959
FNWB,12.31,1439766535927,2879
FNFG,9.7219,1439766535949,833198
FSGI,2.5,1439766536006,6390
FSLR,51.51,1439766536028,687562
FSFG,30.27,1439766536090,112
FCAN,25.82,1439766536289,2227
FBZ,10.88,1439766536344,100
BICK,NULL,1439766536369,0
FSBK,7.89,1439766536433,4687
FCA,23.1001,1439766536460,370
FTCS,38.71,1439766536560,8644
FV,24.66,1439766536583,827913
FEMB,NULL,1439766536609,0
IFV,18.98,1439766536633,211987
FTSM,59.91,1439766536760,19221
FEUZ,32.65,1439766536815,450
TDIV,26.02,1439766536890,44692
MDIV,19.84,1439766536917,126750
FGM,37.8,1439766536934,5656
FTGC,22.92,1439766536953,84693
FTHI,21.21,1439766537086,2369
HYLS,49.79,1439766537198,26504
YDIV,17.4,1439766537231,390
FPXI,29.11,1439766537260,1244
FHK,36.46,1439766537278,5732
CU,13.49,1439766537307,646
SKYY,30.5,1439766537332,14146
PLTM,NULL,1439766537358,0
FTLB,NULL,1439766537485,0
FJP,50.42,1439766537575,30073
LMBS,NULL,1439766537598,0
QABA,39.36,1439766537644,3580
FMB,NULL,1439766537742,0
CIBR,19.55,1439766537785,50198
QCLN,16.04,1439766537885,18493
FONE,36.86,1439766537907,300
GRID,NULL,1439766537929,0
RDVY,22.4571,1439766537954,3099
QQEW,44.1,1439766537972,13303
CARZ,37.03,1439766538003,3534
QTEC,42.25,1439766538206,22929
QQXT,42.59,1439766538241,21860
AIRR,17.07,1439766538340,51393
QINC,21.49,1439766538466,75158
FTSL,49.04,1439766538489,48267
FKO,NULL,1439766538567,0
FTW,32.574,1439766538710,1432
TUSA,26.209,1439766538746,300
FDIV,47.35,1439766538774,335
FUNC,8.4,1439766538827,556
FSZ,40.72,1439766538851,8594
FKU,44.18,1439766538873,4467
SVVC,10.82,1439766538903,19598
FMER,18.76,1439766538980,755503
FSV,32.5,1439766539068,10747
FISV,89.58,1439766539213,439590
FIVE,38.41,1439766539239,457240
FPRX,18.79,1439766539339,223946
FLML,21.3267,1439766539385,101223
FLKS,14.32,1439766539412,37536
FLXN,23.1,1439766539439,70755
FIVN,4.46,1439766539457,104048
SKOR,NULL,1439766539512,0
MBSD,NULL,1439766539534,0
FLEX,11.0865,1439766539673,2141447
FLXS,40.54,1439766539721,11848
FLIR,30.54,1439766539852,278824
FFIC,20.88,1439766539874,65081
FLDM,12.89,1439766539896,390736
FOMX,9.79,1439766540040,55260
FOGO,19.6175,1439766540223,142486
FES,1.06,1439766540323,4048
FORTY,34,1439766540350,400
FORR,32.43,1439766540375,27600
FORM,6.66,1439766540398,162468
FONR,9.68,1439766540421,5700
FBIO,3.08,1439766540443,58911
FTNT,46.4459,1439766540465,607785
FORD,1.34,1439766540665,3138874
FWP,25.84,1439766540693,110674
FWRD,49.08,1439766540719,98880
FOSL,61.4026,1439766540742,746137
FMI,20.13,1439766540820,169488
FOXF,15.88,1439766540880,39343
FXCB,17.38,1439766540902,8423
FRAN,11.36,1439766541058,347919
FELE,30.34,1439766541088,126492
FRED,14.51,1439766541126,97499
RAIL,22.53,1439766541228,98929
FEIM,10.68,1439766541264,2278
FRPT,14.61,1439766541287,282342
FREE,0.49,1439766541316,488100
FTR,5.45,1439766541412,9480709
FRPH,31.35,1439766541439,6999
FTRPR,107.75,1439766541471,3598
FSBW,23.72,1439766541573,1200
FSYS,6.82,1439766541631,31304
FTD,30.04,1439766541680,66983
FTEK,2.33,1439766541760,15429
FCEL,0.82,1439766541813,504567
FULL,3.24,1439766541885,52034
FULLL,NULL,1439766541914,0
FLL,1.55,1439766542018,27340
FSNN,2.69,1439766542048,658
FFHL,NULL,1439766542091,0
FXENP,15.84,1439766542144,400
FULT,13.09,1439766542169,459622
FXEN,0.99,1439766542233,48256
GAIA,6.2,1439766542433,23442
GK,71.79,1439766542456,46241
WILC,NULL,1439766542474,0
GLPG,60.86,1439766542606,12247
GALT,2.38,1439766542650,160338
GALTU,NULL,1439766542711,0
GALE,1.42,1439766542780,917044
GPIC,10.89,1439766542802,200
GALTW,0.7729,1439766542828,2000
GLPI,33.1866,1439766542862,182255
GLMD,9.18,1439766542890,8734
GGAC,NULL,1439766543040,0
GGACR,NULL,1439766543070,0
GRMN,39.9,1439766543118,440580
GGACU,10.04,1439766543167,1198
GGACW,NULL,1439766543192,0
GNCMA,17.92,1439766543397,49347
GFNCP,92.98,1439766543420,1987
GENC,9.54,1439766543443,22
GARS,14.8,1439766543475,13068
GFN,4.1,1439766543495,16924
GFNSL,26,1439766543575,1854
GENE,2.66,1439766543623,114278
GNMK,9.2,1439766543675,131296
GNCA,13.01,1439766543721,326010
GHDX,24.85,1439766543778,126615
GNTX,15.6781,1439766543854,573358
GNVC,2.45,1439766543923,9948
THRM,48.66,1439766543952,162168
GEOS,15.73,1439766544061,89905
GABC,29.38,1439766544120,6654
GERN,3.08,1439766544187,1309900
GTWN,18.34,1439766544216,7
GEVO,2.17,1439766544273,245325
ROCK,18.72,1439766544319,135108
GIGM,0.653,1439766544352,3820
GIII,69.71,1439766544453,195510
GILT,4.54,1439766544471,9192
GIGA,1.52,1439766544497,156769
GILD,115.747,1439766544626,3359438
GBCI,28.12,1439766544678,192448
GLAD,8.23,1439766544708,30844
GOOD,15.94,1439766544778,72728
GLADO,25.59,1439766544803,3490
GOODN,NULL,1439766544825,0
GOODP,25.4,1439766544857,887
GAIN,7.96,1439766545043,83436
GOODO,NULL,1439766545068,0
GAINO,25.56,1439766545095,3380
GAINN,25.23,1439766545113,21802
GAINP,26.05,1439766545138,500
LAND,9.61,1439766545165,9915
GLBZ,11.72,1439766545293,1500
GBT,45.69,1439766545322,212872
GDEF,NULL,1439766545422,0
ENT,12.15,1439766545444,101376
GBLI,27.28,1439766545471,7555
GPACU,10.05,1439766545501,12500
GSOL,8.53,1439766545628,17397
QQQC,21.61,1439766545672,2230
ACTX,14.1325,1439766545700,1700
ALTY,14.9103,1439766545770,300
SRET,13.89,1439766545799,800
SOCL,18.74,1439766545825,21579
YLCO,12.28,1439766545900,9000
GSM,14.08,1439766545924,187331
GAI,5.58,1439766545962,2291
GBIM,2.48,1439766546069,58881
GLRI,1.2,1439766546211,16544
GLUU,4.65,1439766546248,1235779
GLBS,1.0792,1439766546275,1000
GOGO,16.57,1439766546342,301365
GLYC,7.56,1439766546368,4076
GLNG,37.9,1439766546391,1486121
GLDC,4.2,1439766546418,969
GMLP,20.6,1439766546494,92777
GDEN,9.26,1439766546635,71555
GBDC,16.51,1439766546685,70183
GTIM,7.31,1439766546716,59096
GOGL,3.6,1439766546737,293077
GOOG,658,1439766546796,575936
GOOGL,688.97,1439766546868,671519
GPRO,58.85,1439766546925,2051150
GPIA,NULL,1439766547032,0
GPIAU,NULL,1439766547057,0
GPIAW,NULL,1439766547085,0
GMAN,4.57,1439766547103,18771
LOPE,39.22,1439766547187,198309
GRVY,3.4,1439766547330,1386
GBSNU,NULL,1439766547356,0
GBSN,2.45,1439766547380,49787
GSBC,41.622,1439766547416,17920
GNBC,13.55,1439766547507,30706
GLDD,5.64,1439766547531,120267
GPP,14.9,1439766547550,36622
GRBK,14.12,1439766547578,200403
GPRE,23.42,1439766547733,514392
GCBC,28.4,1439766547756,7
GLRE,26.59,1439766547882,61261
GRIF,30.89,1439766547907,13
GRPN,4.33,1439766547935,5751663
GRFS,32.33,1439766547960,102377
OMAB,42.61,1439766547982,68484
GSIT,5.01,1439766548119,3618
GSVC,9.52,1439766548151,37271
GSIG,13.51,1439766548203,29142
GGAL,20.76,1439766548247,289230
GBNK,16.2,1439766548277,12915
GUID,9.1,1439766548385,37035
GTXI,0.9388,1439766548412,16950
GFED,15.05,1439766548435,600
GULTU,0.396,1439766548457,44593
GIFI,12.03,1439766548606,28149
GURE,1.935,1439766548639,64899
GPOR,35.97,1439766548737,754081
GWPH,111.18,1439766548766,147848
GYRO,2.89,1439766548793,9722
HEES,17.38,1439766548870,215617
HLG,9.5,1439766548894,3800
GWGH,7.76,1439766548916,3023
HALL,11.29,1439766549095,108415
HALO,19.17,1439766549126,1172702
HNRG,7.58,1439766549152,223613
HBK,13.72,1439766549182,14
HMPR,2,1439766549226,25917
HBHC,29.13,1439766549263,234808
HBHCL,24.66,1439766549361,14879
HNH,28.81,1439766549384,4444
HNSN,0.52,1439766549515,162684
HAFC,25.83,1439766549539,45506
HDNG,9.16,1439766549568,19906
HQCL,11.05,1439766549590,6718
HRMNU,NULL,1439766549733,0
HLIT,5.84,1439766549762,347527
HRMN,NULL,1439766549795,0
TINY,2.6,1439766549887,34646
HCAP,12.26,1439766549918,5574
HRMNW,NULL,1439766549945,0
HBIO,4.53,1439766549989,62042
HART,0.77,1439766550018,143324
HCAPL,NULL,1439766550040,0
HAS,80.7003,1439766550227,315783
HCOM,22.88,1439766550259,19700
HA,25.25,1439766550325,565564
HWBK,13.97,1439766550359,1264
HWKN,38.14,1439766550381,21598
HAYN,41,1439766550432,59498
HDS,34.89,1439766550454,641213
HCSG,34.72,1439766550580,121815
HIIQ,4.57,1439766550613,23455
HQY,32.71,1439766550642,77878
HWAY,12.46,1439766550716,103689
HSTM,25.74,1439766550742,78710
HTLF,37.86,1439766550770,17821
HTLD,21.36,1439766550877,158390
HTWR,87.48,1439766550923,99132
HTBX,5.6,1439766550983,4484
HELE,90.71,1439766551056,73392
HSII,20.15,1439766551079,56202
HMTV,13.34,1439766551208,25471
HMNY,2.44,1439766551232,700
HNNA,23.4,1439766551260,9674
HSIC,145.1,1439766551363,112776
HTBK,11.06,1439766551403,24757
HERO,0.067,1439766551444,3719112
HCACU,NULL,1439766551507,0
HCCI,12.7,1439766551578,19633
HEOP,8.01,1439766551605,14350
HFWA,18.37,1439766551623,29134
MLHR,28.5366,1439766551710,167723
HRTX,29.6,1439766551763,202790
HSKA,34.01,1439766551859,39389
HFFC,16.62,1439766551918,2657
HIBB,41.35,1439766551987,231172
HPJ,2.73,1439766552047,9415
HIMX,6.81,1439766552070,686859
HIFS,119.8,1439766552091,883
HIHO,3.9,1439766552123,3357
HMNF,NULL,1439766552221,0
HSGX,6.65,1439766552246,5717
HMSY,9.35,1439766552317,1106543
HOLI,19.2,1439766552385,195650
HOLX,42.45,1439766552420,1844393
HBCP,24.8,1439766552444,2952
HFBL,21.7,1439766552623,377
HOMB,41.19,1439766552681,147275
AWAY,30.73,1439766552706,686997
HMIN,29.2,1439766552754,51489
HMST,22.29,1439766552778,27869
HTBI,18.5,1439766552806,21498
HKTV,5.2,1439766552839,13236
CETC,1.04,1439766552904,24470
HFBC,11.77,1439766553027,2956
HOFT,25.16,1439766553051,13206
HBNC,24.85,1439766553076,13995
HZNP,30.5,1439766553125,1710487
HRZN,11.13,1439766553154,60234
ZINC,8.76,1439766553257,261960
HDP,26.39,1439766553357,157063
HBMD,13.61,1439766553425,2032
HWCC,7.5,1439766553450,64761
HOVNP,5.44,1439766553473,805
HSNI,63.4,1439766553496,312531
HMHC,23.73,1439766553514,334341
HUBG,42.07,1439766553654,229865
HTGM,5.8,1439766553695,10834
HCBK,10.3021,1439766553783,591458
HSON,2.86,1439766553835,9208
HBANP,1356.9999,1439766553910,77
HBAN,11.8024,1439766553936,3769903
HDSN,3.21,1439766553962,9756
HURC,31.07,1439766554064,10077
HURN,75.5,1439766554098,65313
HTCH,1.65,1439766554191,92024
HBP,3.15,1439766554217,3904
HDRA,NULL,1439766554252,0
HDRAR,NULL,1439766554285,0
HDRAU,NULL,1439766554313,0
HDRAW,NULL,1439766554410,0
HYGS,7.75,1439766554435,29742
IDSY,4.03,1439766554515,17495
IKGH,1.7,1439766554589,45831
IBKC,63.88,1439766554612,58280
IACI,74.71,1439766554687,507636
ICAD,3.53,1439766554741,18116
ICFI,35.33,1439766554782,40539
IEP,73.43,1439766554813,37117
ICON,13.7284,1439766555020,470448
ICUI,121.81,1439766555046,74981
ICLR,82.2992,1439766555075,274483
INVE,4.28,1439766555102,203309
IDXX,77.61,1439766555175,188942
IPWR,7.77,1439766555228,7778
IDRA,2.67,1439766555253,986147
DSKY,12.3,1439766555320,218302
IROQ,16.6,1439766555382,1037
IRG,4.57,1439766555409,6456
RXDX,13.12,1439766555506,115181
IIVI,17.84,1439766555533,79559
KANG,16.5124,1439766555632,55545
IKAN,2.73,1439766555655,22508
IKNX,11.49,1439766555802,2608
ILMN,208.07,1439766555872,425449
ISNS,4.23,1439766555944,5749
IMMR,12.49,1439766555973,60642
ICCC,9.31,1439766555997,28959
IMDZ,16.81,1439766556026,195833
IMGN,13.58,1439766556077,680677
IMMU,1.79,1439766556126,446939
IMNP,1.71,1439766556148,92053
IPXL,45.17,1439766556175,521749
IMMY,7.75,1439766556325,10631
SAAS,8.1,1439766556349,627869
INCR,44.47,1439766556398,220734
INCY,105.8,1439766556506,389232
INDB,48.15,1439766556542,65070
IBCP,14.61,1439766556568,55610
INFN,24.12,1439766556649,550469
IDSA,3.86,1439766556679,245
IBTX,43.82,1439766556776,19115
III,4.34,1439766556800,19664
INFI,9.2,1439766556828,553587
IPCC,78.38,1439766556929,17553
IFON,1.36,1439766556955,196818
IMKTA,54.36,1439766556977,88040
INWK,7.9,1439766556998,109470
INNL,12.91,1439766557025,2803
INOD,2.61,1439766557182,1761
IPHS,51.08,1439766557205,381707
IOSP,46.32,1439766557337,58867
INGN,51.74,1439766557363,143426
ISSC,2.96,1439766557382,7455
ITEK,14.43,1439766557400,812982
INOV,21.48,1439766557532,391611
INO,7.2,1439766557570,745576
IIIN,18.04,1439766557699,29408
NSIT,26.63,1439766557730,60434
ISIG,2.58,1439766557755,6159
INSM,25.77,1439766557782,221129
PODD,31.6,1439766557829,343174
NTEC,6.1,1439766557854,13252
INSY,34.96,1439766557917,637958
IESC,7.09,1439766558065,3874
IART,62.04,1439766558094,187161
IDTI,19.19,1439766558148,1335570
INTC,29.02,1439766558192,9436038
ISSI,22.24,1439766558219,201531
IQNT,17.85,1439766558322,109071
IPCI,2.28,1439766558349,77087
IPAR,28.72,1439766558451,61744
IBKR,42.1984,1439766558478,131902
ICLD,1.82,1439766558503,284420
ININ,40.56,1439766558529,50231
ICPT,212,1439766558610,201274
ICLDW,0.97,1439766558655,1118
IDCC,49.76,1439766558742,99587
IMI,2.04,1439766558799,36780
TILE,25.68,1439766558824,418781
INAP,8.82,1439766558897,263204
IBOC,27.49,1439766558953,72579
ISCA,33.29,1439766558976,53389
PTNT,3.09,1439766559116,436
IIJI,10.16,1439766559139,58
INPH,0.325,1439766559164,19045
IGLD,7.5,1439766559197,4481
XENT,28.56,1439766559221,71941
INTX,2.5,1439766559293,44539
ISIL,10.95,1439766559317,398498
IILG,21.35,1439766559455,127927
INTL,29.26,1439766559482,86870
IVAC,5.17,1439766559507,92323
INTLL,25.67,1439766559559,3003
ITCI,29.57,1439766559610,223343
IIN,6.94,1439766559718,546
INTU,105.62,1439766559745,510704
ISRG,529.87,1439766559794,73358
INVT,0.3,1439766559852,50440
ISTR,15.88,1439766559929,850
ISBC,12.28,1439766559953,1679483
SNAK,8.77,1439766559973,102194
NVIV,11.16,1439766560103,228686
ITIC,71.94,1439766560132,7
IVTY,11.09,1439766560160,5232
IPAS,1.06,1439766560235,34059
DTUL,NULL,1439766560257,0
DFVL,NULL,1439766560383,0
IPCM,79.41,1439766560436,98711
IPGP,91.88,1439766560474,411210
IRDMB,271.5,1439766560563,840
IRIX,6.92,1439766560590,9200
IRMD,26.24,1439766560608,10706
IRDM,6.94,1439766560626,417101
IRBT,31.47,1439766560771,160305
IRWD,11.525,1439766560794,1059006
IRCP,NULL,1439766560813,0
COMT,33.86,1439766560940,8294
FCHI,50.74,1439766560998,974
GNMA,50.05,1439766561025,2581
IFAS,29.26,1439766561133,100
IFNA,55.4,1439766561162,5572
IFGL,30.21,1439766561179,238404
ACWI,59.29,1439766561206,277873
IFEU,40.39,1439766561227,3595
ACWX,43.37,1439766561357,132073
AAXJ,57.07,1439766561457,1145939
EEMA,53.77,1439766561484,39391
AAIT,31.02,1439766561505,334
AXJS,NULL,1439766561534,0
EMDI,47.89,1439766561585,338
EMEY,NULL,1439766561641,0
EEME,NULL,1439766561748,0
EGRW,51.5,1439766561845,173
EEML,NULL,1439766561868,0
EUFN,23.28,1439766561887,65884
EVAL,37.85,1439766561918,2692
IEUS,47.69,1439766561941,8409
QAT,NULL,1439766562014,0
IBB,366.737,1439766562179,621903
UAE,19.68,1439766562207,2300
SOXX,85.55,1439766562259,201567
WOOD,51.26,1439766562280,6620
EMIF,30.56,1439766562332,11604
INDY,30.13,1439766562354,650962
ISHG,78.93,1439766562547,1931
ICLN,10.32,1439766562575,21437
IGOV,90.43,1439766562593,11538
ISLE,18.79,1439766562621,162798
ITRI,33.58,1439766562746,222425
ISRL,138.85,1439766562772,298
ISIS,50.05,1439766562805,896451
ITRN,25.96,1439766562828,2351
XXIA,15.76,1439766562952,465044
ITUS,3.99,1439766563002,9660
JJSF,118.66,1439766563030,23138
IXYS,11.08,1439766563052,185487
MAYS,58.25,1439766563133,440
JASO,8.04,1439766563226,641972
JBHT,80.35,1439766563279,507248
JCOM,73.25,1439766563326,113265
JACK,87.48,1439766563410,167339
JXSB,24.19,1439766563436,18
JAXB,13.4,1439766563455,1205
JKHY,71.2342,1439766563482,170405
JMBA,13.82,1439766563619,139771
JAGX,2.7,1439766563692,7038
JRVR,26.76,1439766563719,43338
ERW,NULL,1439766563741,0
JAKK,9.81,1439766563766,362698
JASN,5.31,1439766563788,4057
JASNW,0.25,1439766563822,2001
JAZZ,184.46,1439766563945,174749
JD,28.1,1439766564047,6662323
JTPY,2.97,1439766564103,5410
JCTCF,9.72,1439766564126,3572
DATE,6.58,1439766564177,59870
JBLU,24,1439766564200,3552349
JST,4.4,1439766564285,2066
JIVE,4.12,1439766564359,292670
WYIGU,10.14,1439766564382,129
JOEZ,0.19,1439766564431,155468
JOUT,24.81,1439766564514,12391
JUNO,39.053,1439766564580,1291267
