SYMBOL,NULL,1439678194415
TFSCR,NULL,1439678194516
PIH,$7.64,1439678194533
VNET,$20.66,1439678194552
TFSCU,$10.14,1439678194631
SRCE,$31.28,1439678194651
TFSC,NULL,1439678194661
FLWS,$9.56,1439678194686
TFSCW,NULL,1439678194840
FCCY,$11.5,1439678194860
FCTY,$7.61,1439678194878
DSLV,$62.91,1439678194894
UGLD,$8.83,1439678195020
USLV,$14.535,1439678195064
DGLD,$85.97,1439678195120
TWOU,$36.03,1439678195197
JOBS,$28.7271,1439678195374
EGHT,$8.55,1439678195394
SIXD,$3.03,1439678195443
AVHI,$14.11,1439678195518
SHLM,$35.6,1439678195557
ABAX,$48.45,1439678195603
CAFD,$15.77,1439678195621
ABEOW,$2.13,1439678195756
AAON,$23.23,1439678195781
ABY,$22.52,1439678195794
ABGB,$5.07,1439678195821
ABEO,$5.35,1439678196062
ABMD,$103.92,1439678196170
ACHC,$81.02,1439678196195
ACAD,$37.88,1439678196353
AXAS,$1.81,1439678196378
ACST,$0.41,1439678196397
ACTG,$8.57,1439678196408
VXDN,$16.72,1439678196596
ANCX,$19.13,1439678196616
AXDX,$19.22,1439678196669
XLRN,$31.28,1439678196690
ARAY,$6.23,1439678196826
VXUP,$17.05,1439678196837
ACRX,$4.46,1439678196865
ACET,$25.32,1439678196886
AKAO,$7.64,1439678196978
ACIW,$23.03,1439678197229
ACTS,$1.57,1439678197388
ACNB,$20.2,1439678197453
ACOR,$31.84,1439678197463
ATVI,$28.6766,1439678197547
ACUR,$0.66,1439678197584
ACTA,$13.65,1439678197665
ADMS,$22.15,1439678197787
ACXM,$21.16,1439678197808
ACHN,$7.35,1439678197828
ADMP,$3.49,1439678197852
ADUS,$28.7,1439678197908
ADAP,$14.36,1439678197928
ACPW,$1.92,1439678197948
AEY,$2.38,1439678198079
ADEP,$7.17,1439678198206
ADMA,$9.31,1439678198340
AEIS,$26.64,1439678198472
ADTN,$15.95,1439678198507
ADXSW,$11.8,1439678198595
MULT,NULL,1439678198615
YPRO,$23.04,1439678198667
ADRO,$20.83,1439678198684
ADBE,$86.12,1439678198695
ADXS,$16.7101,1439678198846
AMD,$1.84,1439678198871
AEGR,$17.98,1439678198905
AEGN,$19.05,1439678198947
AMTX,$3.45,1439678198981
AEHR,$2.25,1439678198992
AEPI,$57.37,1439678199271
AERI,$15.37,1439678199353
AVAV,$26.28,1439678199373
AEZS,$0.1499,1439678199393
AEMD,$6.99,1439678199408
AFMD,$11.15,1439678199442
AFFX,$9.64,1439678199530
AGEN,$7.27,1439678199620
AGRX,$9.06,1439678199679
AGIO,$90.75,1439678199756
AGYS,$9.38,1439678199775
AGFS,$10.85,1439678199836
AGFSW,$2.34,1439678199853
AIMT,$26.05,1439678200058
AIRT,$23.2,1439678200094
AMCN,$4.82,1439678200208
AKER,$3.89,1439678200340
AIRM,$39.93,1439678200361
AIXG,$5.94,1439678200382
AKAM,$73.37,1439678200420
ATSG,$9.76,1439678200492
ALRM,$16.91,1439678200591
AKBA,$7.1,1439678200699
ALSK,$2.08,1439678200723
AKRX,$42.92,1439678200763
ABDC,$12.93,1439678200791
ADHD,$8.71,1439678200922
AMRI,$20.55,1439678200945
ALXA,$1.14,1439678201178
ALXN,$185.41,1439678201199
ALCO,$43.45,1439678201274
ALDR,$36.83,1439678201407
ALKS,$65.81,1439678201427
ALIM,$3.89,1439678201525
ALGN,$60.57,1439678201546
ALDX,$8.04,1439678201567
ALGT,$232.87,1439678201589
ALLB,$23.73,1439678201627
AHGP,$35.97,1439678201753
AFOP,$18.88,1439678201780
AHPI,$1.45,1439678201919
AIQ,$15.22,1439678201939
ARLP,$24.81,1439678201959
ALQA,$4.71,1439678202135
AMOT,$18.36,1439678202152
ALLT,$5.12,1439678202173
MDRX,$14.2339,1439678202274
AFAM,$48.29,1439678202292
ALNY,$105.74,1439678202303
AOSL,$7.51,1439678202364
ASPS,$29.91,1439678202480
AIMC,$26.47,1439678202660
ALTR,$49.03,1439678202676
AMRN,$2.34,1439678202815
SMCP,NULL,1439678202830
AMAG,$62.95,1439678202842
AMRK,$10.59,1439678202866
ATEC,$0.69,1439678202934
AYA,$23.16,1439678202998
AMZN,$531.8,1439678203016
AMBCW,$8.26,1439678203151
AMBC,$16.8,1439678203175
EPAX,$2.41,1439678203203
AMBA,$108.62,1439678203214
DOX,$60.03,1439678203332
AMCX,$74.87,1439678203474
AMDA,$0.51,1439678203542
ASBI,$22.88,1439678203666
ATAX,$5.35,1439678203678
UHAL,$384.51,1439678203781
AMED,$45.38,1439678203794
AGNC,$19.95,1439678203827
AGNCP,$25.28,1439678203880
AMOV,$18.68,1439678204092
MTGEP,NULL,1439678204118
MTGE,$15.82,1439678204152
AAL,$42.94,1439678204162
AGNCB,$24.2,1439678204185
ACSF,$12.8,1439678204280
ACAS,$14.23,1439678204804
AMNB,$23.23,1439678204838
ANAT,$104.931,1439678204872
APEI,$22.03,1439678204927
ARII,$40.52,1439678205011
ASEI,$39.89,1439678205186
CRMT,$46.35,1439678205253
AMWD,$65.3878,1439678205276
AMSC,$4.11,1439678205321
AMSWA,$9.31,1439678205341
AMSF,$50.37,1439678205450
ABCB,$28.058,1439678205527
AMRB,$10.1,1439678205714
ANCI,$1.69,1439678205785
AETI,$4.05,1439678205855
AMIC,$10.26,1439678205875
ASRVP,NULL,1439678206056
ASRV,$3.3,1439678206107
AMPH,$14.64,1439678206122
ATLO,$23.46,1439678206179
AMGN,$167.72,1439678206195
FOLD,$15.97,1439678206242
AMSG,$84.8,1439678206292
AMKR,$4.45,1439678206373
AMSGP,NULL,1439678206390
ASYS,$5.83,1439678206475
AMRS,$1.68,1439678206582
AFSI,$62.9255,1439678206616
ANCB,$22.95,1439678206940
AMCF,$0.3,1439678206998
ABCW,$41.532,1439678207009
ALOG,$78.8,1439678207115
ANAD,$0.3061,1439678207134
ANAC,$136.22,1439678207155
ADI,$58.84,1439678207237
ANGI,$4.4,1439678207303
ANIK,$35.96,1439678207432
ANGO,$14.88,1439678207452
ANSS,$94.26,1439678207516
ATRS,$1.89,1439678207640
ANIP,$54.76,1439678207660
ABAC,$0.92,1439678207806
ANTH,$9.22,1439678207844
APIC,$8.14,1439678207927
ATNY,$2.41,1439678207992
APOL,$11.77,1439678208020
APOG,$54.27,1439678208029
AINV,$6.7571,1439678208050
AAPL,$116.14,1439678208210
APPF,$16.75,1439678208251
APDN,$3.37,1439678208329
ARCI,$1.36,1439678208341
APDNW,$1.29,1439678208411
AGTC,$15.64,1439678208433
AMCC,$5.85,1439678208656
AAOI,$22.11,1439678208669
AREX,$2.69,1439678208687
APTO,$5.26,1439678208734
AMAT,$16.64,1439678208749
AQMS,$5.44,1439678208775
AQXP,$22.25,1439678208826
