Symbol,Price,Date,Volume,Rating,RatingVoteCount,OneYearEstimate
TFSCR,NULL,1440793202856,0,Not yet rated,NULL,N/A
FLWS,$8.84,1440793202879,"687,148",80% bullish,of 5 ratings,$15
TFSCW,$0.21,1440793202908,"1,300",100% bearish,of 1 rating,N/A
SRCE,$29.44,1440793202934,"28,920",100% bullish,of 3 ratings,$33
FCCY,$11.54,1440793202955,933,100% bullish,of 1 rating,$13
TFSCU,NULL,1440793202976,0,Not yet rated,NULL,N/A
FCTY,$7.96,1440793203001,"3,400",100% bullish,of 1 rating,$8.50
TFSC,NULL,1440793203036,0,100% bearish,of 1 rating,N/A
DGLD,$81.1,1440793203218,"16,958",100% bullish,of 1 rating,N/A
TWOU,$34.8683,1440793203246,"128,984",50% bullish,of 2 ratings,$39
USLV,$12.45,1440793203280,"242,677",86% bullish,of 7 ratings,N/A
VNET,$18.05,1440793203301,"541,089",60% bullish,of 5 ratings,$35
UGLD,$9.31,1440793203379,"340,880",100% bearish,of 1 rating,N/A
DSLV,$69.51,1440793203410,"9,311",100% bearish,of 1 rating,N/A
JOBS,$27.019,1440793203460,"69,549",50% bullish,of 4 ratings,$36
SIXD,$2.72,1440793203488,"111,100",Not yet rated,NULL,N/A
CAFD,$15.0196,1440793203817,"242,552",Not yet rated,NULL,$25
SHLM,$34.06,1440793203852,"65,447",100% bearish,of 1 rating,$47
AVHI,$13.96,1440793203950,"12,829",100% bearish,of 1 rating,$19
EGHT,$7.84,1440793203976,"383,641",82% bullish,of 17 ratings,$11
ABY,$22.7047,1440793204007,"423,229",100% bearish,of 2 ratings,$46
AAON,$20.51,1440793204049,"107,096",100% bearish,of 1 rating,$24
ABAX,$47.89,1440793204075,"108,554",100% bearish,of 1 rating,$60
ABGB,$5.71,1440793204102,"37,255",67% bullish,of 3 ratings,$5.50
ABEOW,$1.83,1440793204324,"2,361",100% bullish,of 1 rating,N/A
ABEO,$4.82,1440793204353,"47,895",50% bullish,of 4 ratings,$15.50
AXAS,$1.92,1440793204381,"928,156",78% bullish,of 9 ratings,$3.50
ACTG,$9.43,1440793204408,"191,307",67% bullish,of 3 ratings,$18.50
ABMD,$98.23,1440793204438,"317,454",75% bullish,of 4 ratings,$100.50
ACST,$0.3694,1440793204539,"9,260",100% bullish,of 2 ratings,N/A
ACAD,$38.17,1440793204564,"436,037",80% bullish,of 20 ratings,$48
ACHC,$74.2503,1440793204616,"344,347",50% bullish,of 2 ratings,$92
AXDX,$19.1,1440793204783,"112,264",100% bearish,of 1 rating,N/A
XLRN,$29.188,1440793204831,"89,165",50% bullish,of 2 ratings,$57
ARAY,$6.725,1440793204960,"686,399",100% bearish,of 1 rating,$10.50
ACRX,$4.24,1440793205035,"310,833",67% bearish,of 6 ratings,$5.50
VXDN,$1.96,1440793205065,"24,710",100% bearish,of 1 rating,N/A
ACET,$22.76,1440793205096,"83,135",75% bullish,of 4 ratings,$30
ANCX,$20.01,1440793205123,"20,117",Not yet rated,NULL,$20
VXUP,$1.61,1440793205149,"48,957",100% bearish,of 1 rating,N/A
AKAO,$6.99,1440793205182,"38,455",75% bullish,of 4 ratings,$15
ACHN,$7.701,1440793205288,"1,461,960",90% bullish,of 21 ratings,$16
ACNB,$19.85,1440793205472,"4,210",Not yet rated,NULL,N/A
ACIW,$21.38,1440793205498,"287,358",67% bearish,of 3 ratings,$24
ACTS,$1.6,1440793205576,"49,648",100% bearish,of 1 rating,N/A
ACOR,$32.73,1440793205633,"556,637",67% bearish,of 3 ratings,$38.50
ACPW,$1.81,1440793205664,"38,604",100% bullish,of 4 ratings,$3.50
ACTA,$13.9626,1440793205769,"90,351",67% bearish,of 3 ratings,$25
ATVI,$29.21,1440793205798,"135,333,671",68% bullish,of 84 ratings,$31.50
ACUR,$2.83,1440793205824,"48,939",100% bullish,of 5 ratings,$1
ADMP,$3.69,1440793205853,"11,630",50% bullish,of 2 ratings,$10
ACXM,$21.15,1440793205879,"258,174",67% bullish,of 3 ratings,N/A
ADAP,$11.66,1440793206014,"84,789",67% bullish,of 3 ratings,$22
