FCCY,$11.5,1439684102333,16670
PIH,$7.64,1439684102374,1730
TFSCU,$10.14,1439684102409,1300
FLWS,$9.56,1439684102482,126247
DGLD,$85.97,1439684102753,2192
SRCE,$31.28,1439684102773,21517
TWOU,$36.03,1439684102803,576550
DSLV,$62.91,1439684102893,21916
FCTY,$7.61,1439684102918,4394
UGLD,$8.83,1439684102935,94710
USLV,$14.535,1439684102979,190883
VNET,$20.66,1439684103004,200730
JOBS,$28.7271,1439684103328,106996
EGHT,$8.55,1439684103375,333074
SIXD,$3.03,1439684103395,277881
CAFD,$15.77,1439684103510,185031
AVHI,$14.11,1439684103527,28080
SHLM,$35.6,1439684103537,80215
AAON,$23.23,1439684103636,51218
ABY,$22.52,1439684103673,705220
ABAX,$48.45,1439684103692,84225
ABGB,$5.07,1439684103764,74422
ABMD,$103.92,1439684103864,557866
ABEO,$5.35,1439684103941,186951
ABEOW,$2.13,1439684103986,1800
ACTG,$8.57,1439684104015,116786
AXAS,$1.81,1439684104067,379122
ACAD,$37.88,1439684104469,571839
ACHC,$81.02,1439684104480,311607
XLRN,$31.28,1439684104632,212721
AXDX,$19.22,1439684104692,155089
ANCX,$19.13,1439684104826,19975
ACST,$0.41,1439684104846,20840
ARAY,$6.23,1439684104861,283727
ACRX,$4.46,1439684104968,81777
VXUP,$17.05,1439684105051,14800
ACET,$25.32,1439684105073,55221
AKAO,$7.64,1439684105204,182132
ACHN,$7.35,1439684105299,1246701
VXDN,$16.72,1439684105333,1110
ACIW,$23.03,1439684105389,255964
ACNB,$20.2,1439684105409,12133
ACTS,$1.57,1439684105485,17679
ACPW,$1.92,1439684105563,26789
ACOR,$31.84,1439684105583,146788
ATVI,$28.6766,1439684105618,1426727
ACTA,$13.65,1439684105716,87725
ACUR,$0.66,1439684105760,12742
ADMS,$22.15,1439684105842,68231
ACXM,$21.16,1439684105857,163423
ADMP,$3.49,1439684105908,43459
ADUS,$28.7,1439684106073,31604
AEY,$2.38,1439684106088,372
ADAP,$14.36,1439684106138,65347
ADEP,$7.17,1439684106182,23908
ADMA,$9.31,1439684106199,6927
ADBE,$86.12,1439684106220,1488568
ADTN,$15.95,1439684106245,966602
ADRO,$20.83,1439684106327,165437
AEIS,$26.64,1439684106431,69176
AMD,$1.84,1439684106492,4424699
ADXS,$16.7101,1439684106539,752304
ADXSW,$11.8,1439684106652,14645
YPRO,$23.04,1439684106752,9376
AEGR,$17.98,1439684106783,572297
AEGN,$19.05,1439684106922,123840
AEPI,$57.37,1439684106969,21296
AEHR,$2.25,1439684106984,3082
AERI,$15.37,1439684107007,324248
AMTX,$3.45,1439684107088,24341
AEZS,$0.1499,1439684107159,13347466
AVAV,$26.28,1439684107203,73093
AEMD,$6.99,1439684107219,55905
AFMD,$11.15,1439684107376,334621
AFFX,$9.64,1439684107442,488622
AGEN,$7.27,1439684107558,586801
AGYS,$9.38,1439684107575,30967
AGFS,$10.85,1439684107694,74835
AGRX,$9.06,1439684107711,32532
AGIO,$90.75,1439684107754,345968
AGFSW,$2.34,1439684107768,25900
AIRM,$39.93,1439684107823,106084
AIMT,$26.05,1439684107842,232264
AIRT,$23.2,1439684107927,250
ATSG,$9.76,1439684108071,88070
AIXG,$5.94,1439684108136,8324
AMCN,$4.82,1439684108162,151232
AKBA,$7.1,1439684108232,263383
AKAM,$73.37,1439684108251,773832
AKER,$3.89,1439684108309,9034
ALRM,$16.91,1439684108420,68575
AKRX,$42.92,1439684108459,267001
ALSK,$2.08,1439684108514,97807
AMRI,$20.55,1439684108535,197494
ABDC,$12.93,1439684108627,35070
ALDR,$36.83,1439684108646,390608
ADHD,$8.71,1439684108709,222034
ALDX,$8.04,1439684108837,21110
ALXN,$185.41,1439684108883,547448
ALXA,$1.14,1439684108900,26913
ALCO,$43.45,1439684108953,31219
ALGN,$60.57,1439684109015,200157
ALIM,$3.89,1439684109071,99554
ALKS,$65.81,1439684109139,824990
ALGT,$232.87,1439684109220,82221
AIQ,$15.22,1439684109323,11364
AFOP,$18.88,1439684109350,59913
ALLB,$23.73,1439684109360,13869
ARLP,$24.81,1439684109386,237016
AHGP,$35.97,1439684109396,35741
AHPI,$1.45,1439684109611,840
AMOT,$18.36,1439684109671,47491
ALQA,$4.71,1439684109702,14930
ALLT,$5.12,1439684109787,58210
MDRX,$14.2339,1439684109855,2021647
AFAM,$48.29,1439684109874,41050
ALNY,$105.74,1439684109959,277534
AOSL,$7.51,1439684109995,50258
ALTR,$49.03,1439684110127,1221987
ASPS,$29.91,1439684110150,79204
ATEC,$0.69,1439684110203,172754
AIMC,$26.47,1439684110247,138888
AMAG,$62.95,1439684110272,322216
AMRN,$2.34,1439684110433,507489
AMRK,$10.59,1439684110480,3382
AYA,$23.16,1439684110531,29252
AMZN,$531.8,1439684110554,1034705
AMBCW,$8.26,1439684110640,2275
AMBC,$16.8,1439684110702,162638
AMBA,$108.62,1439684110717,850438
EPAX,$2.41,1439684110871,319443
AMCX,$74.87,1439684110935,298626
DOX,$60.03,1439684110965,461039
AMDA,$0.51,1439684110984,1545260
AMED,$45.38,1439684111028,117758
UHAL,$384.51,1439684111124,18282
ATAX,$5.35,1439684111226,56831
ASBI,$22.88,1439684111253,851
AAL,$42.94,1439684111399,2788427
AMOV,$18.68,1439684111417,2426
AGNCB,$24.2,1439684111457,4281
AGNC,$19.95,1439684111479,1320962
MTGE,$15.82,1439684111594,166745
AGNCP,$25.28,1439684111675,2679
ACSF,$12.8,1439684111733,27575
ACAS,$14.23,1439684111782,595829
AETI,$4.05,1439684111837,1241
ANCI,$1.69,1439684111857,1232
AMIC,$10.26,1439684111943,3
AMNB,$23.23,1439684111999,8672
ANAT,$104.931,1439684112118,15994
APEI,$22.03,1439684112154,36788
ARII,$40.52,1439684112185,156983
ASEI,$39.89,1439684112288,32018
AMSWA,$9.31,1439684112380,28210
AMRB,$10.1,1439684112419,5564
AMSC,$4.11,1439684112470,25769
AMWD,$65.3878,1439684112493,87312
CRMT,$46.35,1439684112503,13664
ABCB,$28.058,1439684112566,122269
AMSF,$50.37,1439684112586,30540
ASRV,$3.3,1439684112713,2858
ATLO,$23.46,1439684112723,3702
AMGN,$167.72,1439684112958,1715864
FOLD,$15.97,1439684112978,824112
AMKR,$4.45,1439684113058,785910
AMSG,$84.8,1439684113083,199521
AMPH,$14.64,1439684113093,158759
AFSI,$62.9255,1439684113222,254270
ASYS,$5.83,1439684113299,54662
ANAC,$136.22,1439684113317,395676
AMRS,$1.68,1439684113356,87693
ANAD,$0.3061,1439684113523,553257
ALOG,$78.8,1439684113574,69157
ADI,$58.84,1439684113602,871498
ABCW,$41.532,1439684113674,13741
ANCB,$22.95,1439684113707,830
AMCF,$0.3,1439684113727,36055
ANGI,$4.4,1439684113783,217296
ANGO,$14.88,1439684113802,59404
ANIK,$35.96,1439684114009,57914
ANSS,$94.26,1439684114023,265800
ANTH,$9.22,1439684114065,581423
ANIP,$54.76,1439684114086,152414
ATRS,$1.89,1439684114181,387131
ABAC,$0.92,1439684114207,4540
ATNY,$2.41,1439684114276,1519
APOG,$54.27,1439684114445,230022
APOL,$11.77,1439684114520,591187
APIC,$8.14,1439684114535,120354
AINV,$6.7571,1439684114567,1466887
APPF,$16.75,1439684114595,25821
ARCI,$1.36,1439684114630,543
AAPL,$116.14,1439684114674,24640968
APDN,$3.37,1439684114699,80801
AGTC,$15.64,1439684114908,42383
APDNW,$1.29,1439684114927,2500
AMAT,$16.64,1439684115038,24370499
AMCC,$5.85,1439684115053,944701
AAOI,$22.11,1439684115071,229080
AREX,$2.69,1439684115175,237180
APTO,$5.26,1439684115234,1382
APRI,$1.19,1439684115263,45007
AQMS,$5.44,1439684115332,36756
AQXP,$22.25,1439684115354,2857817
AUMA,$9.75,1439684115391,1486
AUMAW,$0.27,1439684115527,9600
ARDM,$7.49,1439684115571,164
PETX,$16.98,1439684115710,171169
ABUS,$8.4978,1439684115861,297770
