Symbol,Price,Date,Volume,Rating,RatingVoteCount,OneYearEstimate
TFSCU,NULL,1440436202287,0,Not yet rated,NULL,N/A
TFSCR,NULL,1440436202337,0,Not yet rated,NULL,N/A
FLWS,$9.36,1440436202386,"113,132",100% bullish,of 5 ratings,$15
TFSC,NULL,1440436202418,0,100% bearish,of 1 rating,N/A
FCTY,NULL,1440436202470,0,100% bullish,of 1 rating,$8.50
FCCY,NULL,1440436202496,0,100% bullish,of 1 rating,$13
TFSCW,NULL,1440436202518,0,100% bearish,of 1 rating,N/A
PIH,$7.03,1440436202546,"6,000",100% bearish,of 1 rating,N/A
SRCE,$29.82,1440436202936,"10,561",100% bullish,of 3 ratings,$33
DGLD,$76.6544,1440436202965,"17,654",100% bearish,of 1 rating,N/A
TWOU,$34.19,1440436202986,"153,047",50% bullish,of 2 ratings,$39
DSLV,$65.61,1440436203023,"31,705",100% bearish,of 1 rating,N/A
VNET,$17.96,1440436203121,"1,095,221",60% bullish,of 5 ratings,$29.50
USLV,$13.4299,1440436203152,"376,479",86% bullish,of 7 ratings,N/A
UGLD,$9.81,1440436203180,"271,395",100% bearish,of 1 rating,N/A
JOBS,$24.98,1440436203201,"187,681",50% bullish,of 4 ratings,$36
SHLM,$34.19,1440436203788,"41,443",100% bearish,of 1 rating,$50
EGHT,$8.13,1440436203817,"237,883",82% bullish,of 17 ratings,$11
CAFD,$15.2,1440436203916,"193,595",Not yet rated,NULL,$25
ABAX,$46.81,1440436203944,"41,234",100% bearish,of 1 rating,$60
SIXD,$1.36,1440436203991,"77,531",Not yet rated,NULL,N/A
ABY,$19.74,1440436204018,"349,112",100% bearish,of 2 ratings,$46
AAON,$21.28,1440436204039,"36,470",100% bearish,of 1 rating,$24
ABEOW,$1.86,1440436204230,"1,550",100% bullish,of 1 rating,N/A
ABEO,$4.6,1440436204323,"119,606",67% bullish,of 3 ratings,$15.50
AVHI,$13.78,1440436204423,"5,944",100% bearish,of 1 rating,$19
ABGB,$4.48,1440436204451,"56,569",67% bullish,of 3 ratings,$5.50
ABMD,$95.07,1440436204479,"508,740",75% bullish,of 4 ratings,$100.50
ACTG,$8.72,1440436204619,"137,108",67% bullish,of 3 ratings,$18.50
