TFSCW,NULL,1439676394896
SYMBOL,NULL,1439676394953
TFSCR,NULL,1439676395018
FLWS,$9.56,1439676395070
FCTY,$7.61,1439676395082
TFSCU,$10.14,1439676395113
PIH,$7.64,1439676395135
TFSC,NULL,1439676395144
FCCY,$11.5,1439676395258
SRCE,$31.28,1439676395450
USLV,$14.535,1439676395461
DGLD,$85.97,1439676395484
UGLD,$8.83,1439676395515
TWOU,$36.03,1439676395606
VNET,$20.66,1439676395677
DSLV,$62.91,1439676395731
SIXD,$3.03,1439676395891
JOBS,$28.7271,1439676395992
CAFD,$15.77,1439676396099
SHLM,$35.6,1439676396114
AAON,$23.23,1439676396163
AVHI,$14.11,1439676396173
EGHT,$8.55,1439676396223
ABY,$22.52,1439676396242
ABAX,$48.45,1439676396312
ABGB,$5.07,1439676396328
ABEOW,$2.13,1439676396466
ABEO,$5.35,1439676396638
ABMD,$103.92,1439676396684
AXAS,$1.81,1439676396768
ACHC,$81.02,1439676396787
ACTG,$8.57,1439676396802
ACAD,$37.88,1439676396844
AXDX,$19.22,1439676396901
ACST,$0.41,1439676396920
VXDN,$16.72,1439676397157
ANCX,$19.13,1439676397177
XLRN,$31.28,1439676397253
ARAY,$6.23,1439676397293
VXUP,$17.05,1439676397401
AKAO,$7.64,1439676398494
ACRX,$4.46,1439676398810
ACET,$25.32,1439676398837
ACHN,$7.35,1439676399087
ACNB,$20.2,1439676399180
ACTA,$13.65,1439676399195
ACOR,$31.84,1439676399277
ACUR,$0.66,1439676399294
ACTS,$1.57,1439676399319
ACXM,$21.16,1439676399338
ACIW,$23.03,1439676399355
ADAP,$14.36,1439676399510
ATVI,$28.6766,1439676399531
ACPW,$1.92,1439676399648
ADMP,$3.49,1439676399676
ADMS,$22.15,1439676399698
ADUS,$28.7,1439676399751
AEY,$2.38,1439676399773
ADBE,$86.12,1439676400008
ADEP,$7.17,1439676400117
ADXS,$16.7101,1439676400132
ADMA,$9.31,1439676400183
AEIS,$26.64,1439676400201
AMD,$1.84,1439676400265
ADXSW,$11.8,1439676400321
ADTN,$15.95,1439676400334
ADRO,$20.83,1439676400358
AEGR,$17.98,1439676400541
MULT,NULL,1439676400577
AEGN,$19.05,1439676400650
YPRO,$23.04,1439676400677
AEPI,$57.37,1439676400734
AEHR,$2.25,1439676400745
AMTX,$3.45,1439676400859
AVAV,$26.28,1439676400976
AERI,$15.37,1439676400997
AEMD,$6.99,1439676401029
AFMD,$11.15,1439676401095
AEZS,$0.1499,1439676401175
AFFX,$9.64,1439676401209
AGRX,$9.06,1439676401227
AGEN,$7.27,1439676401275
AGYS,$9.38,1439676401436
AGIO,$90.75,1439676401481
AGFS,$10.85,1439676401501
AGFSW,$2.34,1439676401611
AIRM,$39.93,1439676401673
AIMT,$26.05,1439676401683
AIRT,$23.2,1439676401701
ATSG,$9.76,1439676401807
AMCN,$4.82,1439676401878
AIXG,$5.94,1439676401976
AKBA,$7.1,1439676402069
AKER,$3.89,1439676402089
AKAM,$73.37,1439676402104
AKRX,$42.92,1439676402198
ALRM,$16.91,1439676402216
ALSK,$2.08,1439676402366
ADHD,$8.71,1439676402425
ABDC,$12.93,1439676402445
ALDR,$36.83,1439676402593
ALXN,$185.41,1439676402608
ALXA,$1.14,1439676402628
AMRI,$20.55,1439676402649
ALDX,$8.04,1439676402701
ALCO,$43.45,1439676402831
ALGN,$60.57,1439676402924
ALIM,$3.89,1439676402979
ALKS,$65.81,1439676403028
ALGT,$232.87,1439676403094
ALLB,$23.73,1439676403155
AIQ,$15.22,1439676403265
AHGP,$35.97,1439676403303
AHPI,$1.45,1439676403321
AMOT,$18.36,1439676403416
ARLP,$24.81,1439676403434
AFOP,$18.88,1439676403455
ALQA,$4.71,1439676403600
ALLT,$5.12,1439676403726
AFAM,$48.29,1439676403748
MDRX,$14.2339,1439676403787
ALNY,$105.74,1439676403808
SMCP,NULL,1439676403907
AOSL,$7.51,1439676403951
ATEC,$0.69,1439676404081
ALTR,$49.03,1439676404125
AMRN,$2.34,1439676404169
ASPS,$29.91,1439676404180
AMAG,$62.95,1439676404205
AIMC,$26.47,1439676404223
AYA,$23.16,1439676404328
AMRK,$10.59,1439676404344
AMZN,$531.8,1439676404460
AMBC,$16.8,1439676404644
EPAX,$2.41,1439676404765
AMBCW,$8.26,1439676404828
AMCX,$74.87,1439676404838
AMDA,$0.51,1439676404856
DOX,$60.03,1439676404902
AMBA,$108.62,1439676404921
AMED,$45.38,1439676404973
UHAL,$384.51,1439676405036
ATAX,$5.35,1439676405142
AMOV,$18.68,1439676405162
AAL,$42.94,1439676405184
ASBI,$22.88,1439676405270
AGNCB,$24.2,1439676405334
AGNC,$19.95,1439676405415
AGNCP,$25.28,1439676405684
MTGEP,NULL,1439676405704
ACSF,$12.8,1439676405722
ANCI,$1.69,1439676405741
MTGE,$15.82,1439676405760
ACAS,$14.23,1439676405789
AETI,$4.05,1439676405828
AMNB,$23.23,1439676406021
ANAT,$104.931,1439676406068
AMIC,$10.26,1439676406078
APEI,$22.03,1439676406126
AMRB,$10.1,1439676406209
ASEI,$39.89,1439676406259
ARII,$40.52,1439676406301
AMSC,$4.11,1439676406479
AMSWA,$9.31,1439676406516
CRMT,$46.35,1439676406664
ASRV,$3.3,1439676406711
AMSF,$50.37,1439676406729
ABCB,$28.058,1439676406788
AMWD,$65.3878,1439676406859
ATLO,$23.46,1439676406901
FOLD,$15.97,1439676406921
AMGN,$167.72,1439676406997
AMPH,$14.64,1439676407121
AMKR,$4.45,1439676407154
ASRVP,NULL,1439676407174
AMSG,$84.8,1439676407302
ASYS,$5.83,1439676407394
AMSGP,NULL,1439676407413
ANAC,$136.22,1439676407495
ADI,$58.84,1439676407550
AMRS,$1.68,1439676407581
AFSI,$62.9255,1439676407648
ANAD,$0.3061,1439676407706
ANCB,$22.95,1439676407760
ALOG,$78.8,1439676407780
ABCW,$41.532,1439676407838
AMCF,$0.3,1439676407931
ANGI,$4.4,1439676407959
ANGO,$14.88,1439676408067
ANIP,$54.76,1439676408158
ANIK,$35.96,1439676408195
ANSS,$94.26,1439676408216
ATRS,$1.89,1439676408236
ABAC,$0.92,1439676408328
ANTH,$9.22,1439676408409
APIC,$8.14,1439676408528
APOL,$11.77,1439676408549
ATNY,$2.41,1439676408613
APPF,$16.75,1439676408643
APOG,$54.27,1439676408663
AINV,$6.7571,1439676408686
ARCI,$1.36,1439676408921
APDN,$3.37,1439676408964
AGTC,$15.64,1439676409095
AAOI,$22.11,1439676409112
APDNW,$1.29,1439676409135
AMAT,$16.64,1439676409165
AAPL,$116.14,1439676409196
AMCC,$5.85,1439676409334
AREX,$2.69,1439676409399
APRI,$1.19,1439676409482
APTO,$5.26,1439676409521
AQMS,$5.44,1439676409534
AQXP,$22.25,1439676409547
AUMAU,NULL,1439676409658
AUMA,$9.75,1439676409673
AUMAW,$0.27,1439676409795
PETX,$16.98,1439676409855
ARDM,$7.49,1439676409911
ABUS,$8.4978,1439676409982
ARCW,$3.74,1439676410040
RKDA,$4.69,1439676410151
ABIO,$0.92,1439676410170
ARCB,$32.61,1439676410245
ACGL,$73.4547,1439676410285
ARNA,$3.397,1439676410350
ACAT,$30,1439676410365
ARCC,$16.14,1439676410465
ARDX,$18.91,1439676410488
AGII,$57.86,1439676410583
ARGS,$4.21,1439676410646
AGIIL,$25.37,1439676410732
ARIA,$7.27,1439676410925
ARWA,NULL,1439676410990
ARKR,$25.4,1439676411008
ARTX,$1.57,1439676411033
ARMH,$42.47,1439676411045
ARIS,$3.32,1439676411069
ARWAU,$10.11,1439676411172
ARWAR,NULL,1439676411239
ARWAW,NULL,1439676411296
ARRY,$5.7,1439676411438
ARRS,$27.5836,1439676411494
DWAT,$10.4642,1439676411509
ARQL,$1.69,1439676411553
AROW,$27.56,1439676411645
ARWR,$5.52,1439676411673
ARTW,$4.5,1439676411804
ARTNA,$22.38,1439676411852
ASNA,$12.36,1439676411950
ASBB,$24.82,1439676412072
ASCMA,$29.02,1439676412127
ASND,$17.02,1439676412187
APWC,$2.0912,1439676412221
ASTI,$0.22,1439676412354
ASMI,$38.99,1439676412580
ASML,$92.69,1439676413207
ASFI,$9.14,1439676413400
ASMB,$13.28,1439676413508
AZPN,$37.65,1439676413550
ASTE,$38.59,1439676413604
ALOT,$13.89,1439676413736
ASUR,$6.07,1439676413772
ASTC,$2.39,1439676413812
ATRO,$60.31,1439676413929
ATHN,$138.1303,1439676413951
ATAI,$3.19,1439676413969
ATRA,$47.18,1439676414017
AFCB,$28,1439676414030
ATHX,$1.19,1439676414080
AAPC,$10.17,1439676414184
AAME,$3.59,1439676414303
ACFC,$6.1,1439676414392
ATML,$7.81,1439676414565
ATNI,$74.13,1439676414584
ATOS,$0.98,1439676414619
AFH,$17,1439676414643
AAWW,$45.06,1439676414654
ATRC,$26.46,1439676414680
ATLC,$3.98,1439676414698
ATRI,$407,1439676414785
ATRM,$3.07,1439676414977
LIFE,$14.33,1439676415046
AUDC,$3.18,1439676415072
AUBN,$27.14,1439676415091
ATTU,$14.58,1439676415112
AUPH,$3.42,1439676415193
EARS,$5.04,1439676415424
ABTL,$19.79,1439676415444
ADP,$82.8833,1439676415469
ADSK,$54.86,1439676415484
ADAT,$0.1051,1439676415519
AVNU,$13.1,1439676415540
AVGO,$122.2,1439676415654
AAVL,$10.03,1439676415684
AVEO,$1.17,1439676415775
AVID,$9.15,1439676415924
AVNW,$1.14,1439676415981
AXPW,$1.19,1439676416154
AWRE,$3.23,1439676416234
AVGR,$15.46,1439676416255
AXPWW,NULL,1439676416299
ACLS,$3.21,1439676416325
CAR,$44.07,1439676416338
AXTI,$2.21,1439676416459
AXGN,$3.78,1439676416529
BCOM,$19.49,1439676416575
BOSC,$2.24,1439676416631
RILY,$10,1439676416704
BIDU,$164.65,1439676416767
BEAV,$51.17,1439676416829
BWINA,$23.35,1439676416993
BCPC,$60.4,1439676417009
BWINB,$23.34,1439676417077
BLDP,$1.34,1439676417091
BANFP,NULL,1439676417184
BANF,$62.967,1439676417227
BKMU,$7.35,1439676417271
BOCH,$5.8,1439676417341
BOTJ,$11.18,1439676417479
BKSC,$15.97,1439676417549
OZRK,$43.87,1439676417611
BMRC,$48.09,1439676417629
BFIN,$12.3,1439676417749
BWFG,$18.28,1439676417787
BANR,$47.94,1439676417801
TAPR,$31.71,1439676417939
BZUN,$7.73,1439676417960
BHAC,NULL,1439676417985
BHACR,NULL,1439676418112
BHACU,NULL,1439676418125
BHACW,$0.1301,1439676418154
BSET,$31.45,1439676418283
BYBK,$5.11,1439676418368
BBSI,$37.64,1439676418381
BBCN,$15.55,1439676418519
BYLK,$12.94,1439676418555
BV,$5.38,1439676418569
BCBP,$11.71,1439676418671
BECN,$36.2544,1439676418745
BDCV,$5.03,1439676418873
BBGI,$4.94,1439676418966
BSF,$9.11,1439676418985
BBBY,$63.18,1439676419101
BEBE,$1.85,1439676419178
BELFA,$17.18,1439676419269
BELFB,$20.13,1439676419353
BLPH,$4.06,1439676419368
BLCM,$18.48,1439676419394
BNCL,$12.87,1439676419412
BNFT,$38.23,1439676419460
BNTC,NULL,1439676419571
BGMD,$0.8211,1439676419599
BGCP,$9.59,1439676419714
ORPN,$5.45,1439676419800
BGFV,$11.09,1439676419809
BIND,$4.43,1439676419853
BASI,$1.79,1439676420003
BCDA,NULL,1439676420019
BIOC,$1.85,1439676420159
BIOD,$0.7316,1439676420175
BCRX,$11.68,1439676420184
BDSI,$6.6,1439676420233
BIIB,$311,1439676420315
BIOL,$1.62,1439676420424
BLFS,$2.16,1439676420485
BLRX,$1.51,1439676420500
BVXV,$4.25,1439676420589
BMRN,$134.51,1439676420649
BVXVW,NULL,1439676420666
BIOS,$1.35,1439676420804
BPTH,$1.18,1439676420926
BRLI,$35.45,1439676420957
BSTC,$51.19,1439676420988
BBC,$32.17,1439676421015
BSPM,$0.68,1439676421056
BBP,$33.75,1439676421114
BOTA,$2.33,1439676421167
TECH,$105.65,1439676421301
BEAT,$11.62,1439676421368
BITI,$19.31,1439676421417
BDMS,$13.2,1439676421459
BJRI,$46.18,1439676421525
BBOX,$15.86,1439676421605
BDE,$7.43,1439676421655
HAWK,$43.5,1439676421775
BLKB,$62.98,1439676421830
ADRD,$23.44,1439676421888
BBRY,$7.6,1439676421905
BKCC,$9.51,1439676421935
ADRE,$31.45,1439676422020
ADRA,$28.75,1439676422042
ADRU,$23.2666,1439676422184
BLMN,$21.66,1439676422286
BCOR,$13.83,1439676422361
BLBD,$12.93,1439676422376
BUFF,$26.87,1439676422424
BHBK,$14.5,1439676422542
BLUE,$127.26,1439676422603
NILE,$34.68,1439676422623
BKEP,$6.78,1439676422671
BNCN,$21.89,1439676422826
BBLU,$0.9223,1439676422845
BKEPP,$7.89,1439676422865
BPMC,$26.55,1439676422929
BOBE,$46.61,1439676422955
BOFI,$128.5,1439676423048
WIFI,$9.07,1439676423196
BOKF,$66.3333,1439676423280
BOJA,$20.84,1439676423307
BONA,$11.85,1439676423327
BAMM,$3.22,1439676423358
BPFHP,$25.58,1439676423428
BPFH,$12.46,1439676423454
BNSO,$1.72,1439676423529
BDBD,$8.99,1439676423668
BPFHW,NULL,1439676423684
EPAY,$26.1,1439676423703
BCLI,$2.88,1439676423747
BBRG,$12.89,1439676423889
BBEP,$2.8015,1439676423952
BRID,$8.14,1439676424121
BCOV,$5.53,1439676424144
BBEPP,$14.39,1439676424171
BDGE,$28.06,1439676424192
BSFT,$34.34,1439676424415
BWEN,$3.56,1439676424431
BRCM,$50.5,1439676424471
BYFC,$1.37,1439676424525
BRKL,$10.8,1439676424580
BRCD,$10.1084,1439676424604
BRKS,$11.06,1439676424620
BVSN,$6.02,1439676424645
BRKR,$20.14,1439676424918
BMTC,$29.83,1439676424954
BLMT,$21.22,1439676425051
BSQR,$7.28,1439676425115
BWLD,$195.84,1439676425138
BUR,$2.02,1439676425160
BLDR,$14.2717,1439676425186
CFFI,$36.65,1439676425207
CHRW,$69.4,1439676425328
CCMP,$45.71,1439676425353
CDZI,$7.42,1439676425520
CA,$29.339,1439676425533
CACQ,$7.18,1439676425576
CZR,$7.36,1439676425608
CDNS,$21.3859,1439676425622
CSTE,$50.1161,1439676425654
CLBS,$1.4,1439676425986
PRSS,$4.8,1439676426007
CLMS,$11.78,1439676426021
CHI,$11.13,1439676426140
CCD,$20.6,1439676426160
CHY,$11.91,1439676426171
CFGE,NULL,1439676426243
CGO,$12.79,1439676426281
CSQ,$10.56,1439676426419
CVGW,$53,1439676426450
CHW,$8.12,1439676426468
CALA,$5.33,1439676426556
CAMP,$16.59,1439676426567
CFNB,$13.47,1439676426584
CALD,$16.56,1439676426608
CALM,$52,1439676426850
CLMT,$26.37,1439676426936
CAMB,NULL,1439676427014
ABCD,$4.45,1439676427079
CAMBU,NULL,1439676427110
CAMBW,NULL,1439676427225
CAC,$40.42,1439676427283
CAMT,$2.83,1439676427299
CSIQ,$24.71,1439676427329
CPLA,$49.93,1439676427486
CPHC,$10.7,1439676427520
CBNJ,$10.87,1439676427585
CGIX,$11.09,1439676427658
CPLP,$7.22,1439676427698
CBF,$30.2,1439676427719
CCBG,$15.19,1439676427795
CSWC,$49.86,1439676427977
CAPNW,$0.7799,1439676428019
CPTA,$15.25,1439676428080
CFFN,$12.19,1439676428090
CAPR,$4.12,1439676428112
CAPN,$3.05,1439676428195
CARA,$21.91,1439676428228
CPST,$0.4018,1439676428284
CARB,$11.66,1439676428380
CBYL,$6.28,1439676428439
CRDC,$0.4,1439676428509
CFNL,$23.528,1439676428569
CSII,$24.2,1439676428733
CATM,$35.33,1439676428780
CRME,$9.77,1439676428807
CECO,$3.99,1439676429081
CARO,$16.09,1439676429099
CKEC,$23.95,1439676429156
CDNA,$6.31,1439676429167
CTRE,$11.2122,1439676429188
CLBH,$12.8,1439676429211
CART,$5.46,1439676429273
TAST,$12.93,1439676429436
CRZO,$35.06,1439676429461
CARV,$5.86,1439676429579
CRTN,$2.89,1439676429597
CASM,$1.12,1439676429658
CACB,$5.55,1439676429743
CWST,$6.27,1439676429762
CASY,$106.61,1439676429951
CASI,$1.53,1439676430003
CASS,$51.35,1439676430058
CSCD,$14,1439676430084
CPRX,$4.11,1439676430094
CATY,$32.18,1439676430148
CATB,$11.99,1439676430228
CVCO,$73.4488,1439676430368
CATYW,NULL,1439676430421
CAVM,$71.64,1439676430471
CBFV,$20.05,1439676430537
CNLM,NULL,1439676430599
CNLMR,NULL,1439676430668
CBOE,$64.4229,1439676430738
CDK,$50.99,1439676430765
CNLMU,NULL,1439676430784
CNLMW,NULL,1439676430837
CPXX,$2.25,1439676430910
CDW,$39.18,1439676430931
CECE,$10.1,1439676431010
CELG,$129.24,1439676431093
CELGZ,$1.98,1439676431141
CLDN,$1.05,1439676431163
CLDX,$16.34,1439676431394
CLRBW,$0.85,1439676431415
CLRB,$3.12,1439676431456
CBMG,$23.77,1439676431475
CEMP,$37.26,1439676431544
CLLS,$32.67,1439676431573
CYAD,$55,1439676431604
CLTX,$0.58,1439676431635
CLSN,$2.19,1439676431801
CETX,$2.7,1439676431818
CFBK,$1.32,1439676431958
CSFL,$14.17,1439676431977
CETV,$2.29,1439676431988
CENT,$11.21,1439676432145
CENTA,$11.95,1439676432182
CNTY,$6.35,1439676432320
CENX,$6.07,1439676432356
CVCY,$11.13,1439676432418
CPHD,$49.05,1439676432471
CRNT,$1.4,1439676432499
CERE,$1.75,1439676432518
CNBKA,$41.61,1439676432586
CERN,$64.253,1439676432607
KOOL,$0.675,1439676432808
CERU,$3.5,1439676432836
CERS,$4.76,1439676432893
