Symbol,Price,Date,Volume,Rating,RatingVoteCount,OneYearEstimate
FLWS,$8.465,1441138203010,"326,046",80% bullish,of 5 ratings,$15
FCTY,$7.98,1441138203052,"1,500",100% bullish,of 1 rating,$8.50
PIH,$7.54,1441138203088,"3,850",100% bearish,of 1 rating,N/A
FCCY,$11.66,1441138203139,"1,414",100% bullish,of 1 rating,$13
SRCE,$28.93,1441138203307,"23,090",100% bullish,of 3 ratings,$33
DGLD,$79.94,1441138203499,"8,953",100% bullish,of 1 rating,N/A
VNET,$17.16,1441138203536,"423,223",60% bullish,of 5 ratings,$35
TWOU,$34.02,1441138203583,"153,464",50% bullish,of 2 ratings,$39
DSLV,$69.5282,1441138203668,"8,768",100% bearish,of 1 rating,N/A
UGLD,$9.431,1441138203799,"200,081",100% bearish,of 1 rating,N/A
JOBS,$25.64,1441138203931,"110,069",50% bullish,of 4 ratings,$36
USLV,$12.49,1441138203956,"148,968",86% bullish,of 7 ratings,N/A
CAFD,$14.71,1441138204379,"112,444",Not yet rated,NULL,$25
SIXD,$2.5901,1441138204410,"73,699",Not yet rated,NULL,N/A
AVHI,$13.88,1441138204447,"18,338",100% bearish,of 1 rating,$19
SHLM,$33.3,1441138204508,"64,736",100% bearish,of 1 rating,$47
EGHT,$7.7,1441138204736,"261,828",82% bullish,of 17 ratings,$11
AAON,$19.82,1441138204765,"58,634",100% bearish,of 1 rating,$24
ABGB,$5.67,1441138204870,"62,898",67% bullish,of 3 ratings,$5.50
ABAX,$47.13,1441138204894,"146,463",100% bearish,of 1 rating,$60
ABY,$21.74,1441138205170,"451,898",100% bearish,of 2 ratings,$46
ABEOW,$1.6001,1441138205251,550,100% bullish,of 1 rating,N/A
ABEO,$4.62,1441138205326,"70,718",50% bullish,of 4 ratings,$15.50
ABMD,$93.1711,1441138205600,"314,977",75% bullish,of 4 ratings,$100.50
AXAS,$1.75,1441138205676,"963,088",78% bullish,of 9 ratings,$3.50
ACTG,$8.98,1441138205908,"303,208",67% bullish,of 3 ratings,$18.50
ACHC,$71.21,1441138205938,"236,151",50% bullish,of 2 ratings,$92
ACST,$0.3377,1441138206042,"9,201",100% bullish,of 2 ratings,N/A
ACAD,$35.91,1441138206175,"417,550",80% bullish,of 20 ratings,$48
AXDX,$19.33,1441138206379,"137,483",100% bearish,of 1 rating,N/A
XLRN,$28.3,1441138206410,"47,959",50% bullish,of 2 ratings,$57
ANCX,$19.75,1441138206550,"14,390",Not yet rated,NULL,$20
ARAY,$6.64,1441138206655,"347,386",100% bearish,of 1 rating,$10.50
VXDN,$1.7,1441138206883,"146,519",100% bearish,of 1 rating,N/A
VXUP,$1.76,1441138206920,"96,194",100% bearish,of 1 rating,N/A
ACET,$21.63,1441138207219,"45,470",75% bullish,of 4 ratings,$30
ACHN,$7.08,1441138207429,"1,097,579",90% bullish,of 21 ratings,$16
AKAO,$6.7699,1441138207480,"28,360",75% bullish,of 4 ratings,$15
ACNB,$20,1441138207566,"3,107",Not yet rated,NULL,N/A
ACRX,$4.37,1441138207734,"229,123",67% bearish,of 6 ratings,$5.50
