Symbol,Price,Date,Volume,Rating,RatingVoteCount,OneYearEstimate
FLWS,$9.36,1440188102269,"219,624",100% bullish,of 5 ratings,$15
FCTY,$7.63,1440188102302,200,100% bullish,of 1 rating,$8.50
FCCY,$11.6,1440188102334,354,100% bullish,of 1 rating,$13
TFSC,NULL,1440188102362,0,100% bearish,of 1 rating,N/A
TFSCW,NULL,1440188102383,0,100% bearish,of 1 rating,N/A
PIH,$7.2,1440188102414,"15,400",100% bearish,of 1 rating,N/A
TFSCU,NULL,1440188102435,0,Not yet rated,NULL,N/A
TFSCR,NULL,1440188102464,0,Not yet rated,NULL,N/A
SRCE,$30.03,1440188102624,"54,634",100% bullish,of 3 ratings,$33
TWOU,$33.9602,1440188102680,"672,937",50% bullish,of 2 ratings,$39
VNET,$19.27,1440188102710,"733,790",60% bullish,of 5 ratings,$29.50
DGLD,$76.08,1440188102818,"21,135",100% bullish,of 1 rating,N/A
JOBS,$25.35,1440188102850,"172,084",50% bullish,of 4 ratings,$36
DSLV,$62.11,1440188102872,"18,885",100% bearish,of 1 rating,N/A
UGLD,$9.94,1440188102902,"251,649",100% bearish,of 1 rating,N/A
USLV,$14.59,1440188102924,"218,982",86% bullish,of 7 ratings,N/A
CAFD,$15.52,1440188103268,"330,925",Not yet rated,NULL,$25
SHLM,$34.067,1440188103342,"121,293",100% bearish,of 1 rating,$50
SIXD,$1.47,1440188103364,"250,142",Not yet rated,NULL,N/A
EGHT,$8.215,1440188103424,"432,296",82% bullish,of 17 ratings,$11
AAON,$21.7605,1440188103446,"163,513",100% bearish,of 1 rating,$24
AVHI,$13.95,1440188103468,"37,391",100% bearish,of 1 rating,$19
ABAX,$47.391,1440188103506,"138,435",100% bearish,of 1 rating,$60
ABY,$19.855,1440188103601,"1,098,589",100% bearish,of 2 ratings,$46
ABEOW,$1.76,1440188103734,"2,525",100% bullish,of 1 rating,N/A
ABMD,$97.08,1440188103767,"829,579",75% bullish,of 4 ratings,$100.50
ACTG,$8.87,1440188103800,"320,992",67% bullish,of 3 ratings,$18.50
ABGB,$4.09,1440188103821,"34,916",67% bullish,of 3 ratings,$5.50
ABEO,$4.83,1440188103855,"140,421",67% bullish,of 3 ratings,$15.50
AXAS,$1.56,1440188103877,"856,475",78% bullish,of 9 ratings,$3.50
ACHC,$73.9806,1440188104119,"815,017",50% bullish,of 2 ratings,$92
ACAD,$35.69,1440188104145,"917,788",80% bullish,of 20 ratings,$48
AXDX,$18.1577,1440188104204,"220,069",100% bearish,of 1 rating,N/A
XLRN,$28.36,1440188104232,"109,902",50% bullish,of 2 ratings,$57
ACST,$0.361,1440188104254,"68,223",100% bullish,of 2 ratings,N/A
ARAY,$6.5191,1440188104381,"3,384,156",100% bearish,of 1 rating,$10.50
ANCX,$18.76,1440188104408,"31,525",Not yet rated,NULL,$19
VXDN,$7.9,1440188104481,"38,791",Not yet rated,NULL,N/A
ACET,$24.41,1440188104508,"125,762",75% bullish,of 4 ratings,$30
AKAO,$6.9457,1440188104540,"55,800",75% bullish,of 4 ratings,$15
VXUP,$23.51,1440188104644,"45,656",Not yet rated,NULL,N/A
ACHN,$7.9273,1440188104680,"1,745,531",90% bullish,of 21 ratings,$16
ACRX,$4.05,1440188104706,"360,043",67% bearish,of 6 ratings,$5.50
ACIW,$21.89,1440188104778,"526,342",50% bullish,of 2 ratings,$24
ACNB,$20.33,1440188104911,"1,076",Not yet rated,NULL,N/A
ACOR,$29.9637,1440188105151,"617,000",67% bearish,of 3 ratings,$38.50
ATVI,$27.4517,1440188105224,"5,099,153",68% bullish,of 84 ratings,$31.50
ACTS,$1.3,1440188105300,"51,585",100% bearish,of 1 rating,N/A
ADMS,$20.07,1440188105327,"78,389",100% bearish,of 2 ratings,$36
ACPW,$1.76,1440188105349,"65,137",100% bullish,of 4 ratings,$3.50
ACXM,$20.13,1440188105386,"346,467",67% bullish,of 3 ratings,N/A
ACTA,$13.89,1440188105408,"111,493",67% bearish,of 3 ratings,$25
ACUR,$0.6182,1440188105430,"65,134",100% bullish,of 5 ratings,$1
ADAP,$12.53,1440188105565,"216,853",67% bullish,of 3 ratings,$22
ADMP,$3.65,1440188105596,"21,417",50% bullish,of 2 ratings,$10
ADUS,$29.83,1440188105702,"59,552",100% bearish,of 1 rating,$31
AEY,$2.29,1440188105730,"39,023",100% bearish,of 2 ratings,N/A
ADMA,$9.3,1440188105864,"3,500",Not yet rated,NULL,$19
ADEP,$6.75,1440188105924,"33,889",50% bullish,of 2 ratings,$10.75
ADBE,$78.87,1440188106009,"4,267,415",65% bullish,of 17 ratings,$90
ADTN,$15.5695,1440188106069,"347,190",67% bullish,of 3 ratings,$17.125
AMD,$1.79,1440188106097,"7,888,067",83% bullish,of 103 ratings,$2
ADRO,$19.1009,1440188106128,"251,967",80% bullish,of 5 ratings,$45.50
AEIS,$25.1066,1440188106150,"196,979",50% bullish,of 2 ratings,$32.50
ADXS,$14.5427,1440188106278,"917,494",64% bullish,of 14 ratings,$27
AEGR,$18.3421,1440188106375,"393,149",50% bullish,of 6 ratings,$26
MULT,NULL,1440188106402,0,100% bearish,of 1 rating,N/A
ADXSW,$10.15,1440188106434,"5,206",100% bullish,of 1 rating,N/A
AEGN,$18.2506,1440188106539,"168,790",100% bearish,of 1 rating,$21
YPRO,$23.29,1440188106566,"4,120",100% bearish,of 1 rating,N/A
AEHR,$2.24,1440188106698,"7,972",50% bullish,of 2 ratings,N/A
AEPI,$57.13,1440188106832,"21,790",100% bearish,of 1 rating,N/A
AMTX,$3.09,1440188106860,"17,221",50% bullish,of 2 ratings,$26.11
AEZS,$0.1011,1440188106887,"5,367,874",90% bullish,of 21 ratings,$1.50
AERI,$15.8187,1440188106913,"360,190",75% bullish,of 4 ratings,$31.50
AVAV,$24.3635,1440188106940,"141,880",50% bullish,of 4 ratings,$31
AEMD,$7.22,1440188107073,"187,619",Not yet rated,NULL,$27.50
AFMD,$9.78,1440188107122,"173,434",50% bullish,of 4 ratings,$15
AFFX,$9.4296,1440188107164,"582,431",80% bullish,of 5 ratings,$12
AGEN,$7.0421,1440188107261,"936,536",85% bullish,of 13 ratings,$14
AGRX,$8.17,1440188107291,"49,507",100% bearish,of 1 rating,$17.50
AGIO,$86.8496,1440188107318,"509,230",88% bullish,of 8 ratings,$114
AGYS,$9.63,1440188107367,"32,249",100% bearish,of 1 rating,N/A
AGFS,$9.8121,1440188107466,"73,206",100% bearish,of 1 rating,N/A
AGFSW,$1.79,1440188107635,"28,997",100% bearish,of 2 ratings,N/A
AIMT,$21.1,1440188107661,"120,787",Not yet rated,NULL,N/A
AIRM,$36.55,1440188107741,"284,256",80% bearish,of 5 ratings,$53
AIRT,$22.94,1440188107885,51,100% bullish,of 1 rating,N/A
ATSG,$9.1,1440188107952,"262,655",67% bullish,of 3 ratings,$13
AKAM,$68.04,1440188108030,"1,568,491",63% bullish,of 8 ratings,$77
AKER,$2.62,1440188108059,"93,096",Not yet rated,NULL,N/A
AIXG,$5.87,1440188108081,"33,877",67% bearish,of 3 ratings,$5.25
AMCN,$4.9,1440188108122,"424,894",83% bullish,of 6 ratings,N/A
AKBA,$6.552,1440188108213,"183,562",100% bearish,of 1 rating,$18
AKRX,$40.2962,1440188108239,"928,309",78% bullish,of 9 ratings,$56
ALSK,$2.11,1440188108384,"112,029",78% bullish,of 18 ratings,$2
ABDC,$12.7,1440188108477,"21,785",Not yet rated,NULL,$15
AMRI,$19.7399,1440188108504,"243,743",75% bearish,of 4 ratings,$24
ALRM,$16.46,1440188108531,"358,434",100% bearish,of 1 rating,$22
ADHD,$8.31,1440188108665,"220,062",50% bullish,of 4 ratings,$18
ALDR,$36.9449,1440188108695,"472,344",67% bearish,of 3 ratings,$62
ALXN,$173.81,1440188108762,"1,530,539",88% bullish,of 8 ratings,$223
ALXA,$1.07,1440188108791,"26,737",83% bullish,of 6 ratings,$2.125
ALDX,$7.62,1440188108862,"6,759",100% bearish,of 1 rating,$14.50
ALGN,$56.5008,1440188108935,"421,572",100% bearish,of 2 ratings,$73
ALCO,$42.36,1440188108965,"23,963",50% bullish,of 2 ratings,N/A
ALIM,$3.14,1440188108987,"166,483",80% bullish,of 5 ratings,$10
ALKS,$61.0663,1440188109122,"702,626",67% bullish,of 3 ratings,$75
ALGT,$216.7968,1440188109148,"163,895",100% bearish,of 1 rating,$235
ALLB,$23.48,1440188109294,"1,820",Not yet rated,NULL,N/A
AIQ,$14.7,1440188109398,"29,690",67% bullish,of 3 ratings,N/A
AFOP,$17.5694,1440188109427,"139,077",75% bullish,of 8 ratings,$21
AHPI,$1.46,1440188109453,435,50% bullish,of 2 ratings,N/A
ALLT,$5.04,1440188109594,"71,089",75% bullish,of 4 ratings,$6.25
ARLP,$24.62,1440188109653,"151,719",67% bearish,of 3 ratings,$32
MDRX,$13.6345,1440188109686,"1,227,583",60% bullish,of 5 ratings,$16
AHGP,$36.6344,1440188109718,"31,919",67% bullish,of 3 ratings,N/A
ALQA,$4.43,1440188109767,"36,237",75% bullish,of 4 ratings,$8.50
AMOT,$16.9826,1440188109797,"80,452",100% bearish,of 1 rating,N/A
AFAM,$46.8634,1440188109930,"72,154",50% bullish,of 2 ratings,$44
