Symbol,Price,Date,Volume,Rating,RatingVoteCount,OneYearEstimate
FLWS,$9.42,1440174002962,"67,567",100% bullish,of 5 ratings,$15
TFSCR,NULL,1440174003012,0,Not yet rated,NULL,N/A
TFSCU,NULL,1440174003040,0,Not yet rated,NULL,N/A
TFSC,NULL,1440174003071,0,100% bearish,of 1 rating,N/A
FCCY,NULL,1440174003109,0,100% bullish,of 1 rating,$13
PIH,$7.19,1440174003170,"11,800",100% bearish,of 1 rating,N/A
TFSCW,NULL,1440174003245,0,100% bearish,of 1 rating,N/A
VNET,$19.51,1440174003302,"240,270",60% bullish,of 5 ratings,$29.50
DSLV,$60.805,1440174003356,"9,346",100% bearish,of 1 rating,N/A
DGLD,$76.22,1440174003494,"10,309",100% bullish,of 1 rating,N/A
TWOU,$33.975,1440174003522,"331,523",50% bullish,of 2 ratings,$39
SRCE,$29.98,1440174003555,"25,916",100% bullish,of 3 ratings,$33
UGLD,$9.91,1440174003658,"177,138",100% bearish,of 1 rating,N/A
USLV,$14.7099,1440174003791,"128,700",86% bullish,of 7 ratings,N/A
SIXD,$1.5,1440174003855,"186,121",Not yet rated,NULL,N/A
JOBS,$25.99,1440174003926,"83,228",50% bullish,of 4 ratings,$36
EGHT,$8.25,1440174004083,"185,397",82% bullish,of 17 ratings,$11
AAON,$21.73,1440174004215,"86,293",100% bearish,of 1 rating,$24
SHLM,$34.28,1440174004242,"44,225",100% bearish,of 1 rating,$50
CAFD,$15.384,1440174004263,"230,804",Not yet rated,NULL,$25
ABY,$20.13,1440174004294,"548,309",100% bearish,of 2 ratings,$46
ABAX,$47.8,1440174004431,"58,495",100% bearish,of 1 rating,$60
ABGB,$4.0342,1440174004494,"15,317",67% bullish,of 3 ratings,$5.50
ABEO,$4.91,1440174004580,"95,892",67% bullish,of 3 ratings,$15.50
AXAS,$1.589,1440174004609,"315,561",78% bullish,of 9 ratings,$3.50
ABMD,$96.955,1440174004639,"512,050",75% bullish,of 4 ratings,$100.50
ABEOW,$1.6901,1440174004666,947,100% bullish,of 1 rating,N/A
AVHI,$14,1440174004735,"22,223",100% bearish,of 1 rating,$19
ACTG,$8.87,1440174004838,"129,190",67% bullish,of 3 ratings,$18.50
XLRN,$28.653,1440174005139,"63,252",50% bullish,of 2 ratings,$57
