Symbol,Price,Date,Volume,Rating,RatingVoteCount,OneYearEstimate
TFSC,NULL,1439831702656,0,100% bearish,of 1 rating,N/A
TFSCW,NULL,1439831702699,0,100% bearish,of 1 rating,N/A
TFSCR,NULL,1439831702727,0,Not yet rated,NULL,N/A
FLWS,$9.66,1439831702749,"34,589",100% bullish,of 5 ratings,$15
FCCY,$11.78,1439831702784,"3,640",100% bullish,of 1 rating,$13
PIH,$7.66,1439831702805,"5,900",100% bearish,of 1 rating,N/A
TFSCU,NULL,1439831702834,0,Not yet rated,NULL,N/A
FCTY,NULL,1439831702881,0,100% bullish,of 1 rating,$8.50
VNET,$21.35,1439831703011,"394,087",60% bullish,of 5 ratings,$29.50
UGLD,$8.95,1439831703100,"37,488",100% bearish,of 1 rating,N/A
USLV,$14.8188,1439831703142,"75,712",86% bullish,of 7 ratings,N/A
DGLD,$84.78,1439831703175,894,100% bullish,of 1 rating,N/A
TWOU,$35.8,1439831703205,"346,498",50% bullish,of 2 ratings,$39
JOBS,$28.48,1439831703277,"26,948",50% bullish,of 4 ratings,$36
DSLV,$61.7899,1439831703494,"3,692",100% bearish,of 1 rating,N/A
SRCE,$31.47,1439831703565,"7,112",100% bullish,of 3 ratings,$33
EGHT,$8.69,1439831703695,"67,226",82% bullish,of 17 ratings,$11
SIXD,$3.4201,1439831703720,"42,168",Not yet rated,NULL,N/A
AVHI,$14.19,1439831703745,"11,782",100% bearish,of 1 rating,$19
CAFD,$15.78,1439831703776,"42,368",Not yet rated,NULL,$25
ABAX,$48.31,1439831703802,"32,660",100% bearish,of 1 rating,$60
SHLM,$35.365,1439831703899,"26,704",100% bearish,of 1 rating,$50
AAON,$23,1439831704101,"23,601",100% bearish,of 1 rating,$24
ABGB,$4.8254,1439831704130,"23,181",67% bullish,of 3 ratings,$5.50
ABY,$22.35,1439831704155,"243,619",100% bearish,of 2 ratings,$46
AXAS,$1.785,1439831704201,"269,298",78% bullish,of 9 ratings,$3.50
ABEOW,$2.1,1439831704233,"1,100",100% bullish,of 1 rating,N/A
ABMD,$106.15,1439831704288,"215,863",75% bullish,of 4 ratings,$86
ABEO,$5.45,1439831704335,"57,024",67% bullish,of 3 ratings,$15.50
ACTG,$8.63,1439831704465,"48,537",67% bullish,of 3 ratings,$18.50
ACHC,$82.15,1439831704706,"259,600",50% bullish,of 2 ratings,$92
ARAY,$6.09,1439831704891,"196,159",100% bearish,of 1 rating,$10.50
VXDN,$17.03,1439831704921,"2,210",Not yet rated,NULL,N/A
ACAD,$38.72,1439831704951,"269,452",85% bullish,of 20 ratings,$48
AXDX,$19.11,1439831704972,"70,166",100% bearish,of 1 rating,N/A
ANCX,$19.12,1439831704994,"16,615",Not yet rated,NULL,$19
XLRN,$32.33,1439831705026,"49,150",50% bullish,of 2 ratings,$57
ACST,$0.3873,1439831705048,"29,904",100% bullish,of 2 ratings,N/A
AKAO,$7.2422,1439831705280,"63,204",75% bullish,of 4 ratings,$15
VXUP,$17,1439831705354,"8,875",Not yet rated,NULL,N/A
ACRX,$4.49,1439831705379,"111,589",67% bearish,of 6 ratings,$5.50
ACET,$25.3,1439831705407,"31,220",75% bullish,of 4 ratings,$30
ACHN,$8.22,1439831705437,"1,938,492",90% bullish,of 21 ratings,$16
ACIW,$23.07,1439831705538,"43,303",50% bullish,of 2 ratings,$24
ACNB,$20.2,1439831706024,200,Not yet rated,NULL,N/A
ACOR,$32.1,1439831706268,"71,781",67% bearish,of 3 ratings,$38.50
ACTS,$1.51,1439831706294,"29,935",100% bearish,of 1 rating,N/A
ACUR,$0.6308,1439831706610,"85,745",100% bullish,of 5 ratings,$1
ATVI,$29.16,1439831706641,"1,311,260",68% bullish,of 84 ratings,$31.50
ACTA,$13.92,1439831706667,"30,975",67% bearish,of 3 ratings,$25
ACXM,$21.12,1439831706688,"100,113",67% bullish,of 3 ratings,N/A
ACPW,$1.9,1439831706710,"5,979",100% bullish,of 4 ratings,$3.50
ADMS,$22.07,1439831706748,"22,382",100% bearish,of 2 ratings,$36
ADMP,$3.56,1439831706774,"16,838",50% bullish,of 2 ratings,$10
ADEP,$7.38,1439831707010,"8,893",50% bullish,of 2 ratings,$10.75
ADMA,$9.49,1439831707261,"4,612",Not yet rated,NULL,$19
AEY,$2.26,1439831707289,"8,285",100% bearish,of 2 ratings,N/A
ADUS,$28.88,1439831707312,"25,991",100% bearish,of 1 rating,$31
